平均每天主要社会经济活动
"
", 1-8
"
",指 标,"
",单 位,"
",1990年,"
",1995年,"
",2000年,"
",2004年,"
",2005年
"
", 全市生产总值(现价),"
",万元,"
",4 952,"
",17 300,"
",32 637,"
",62 196,"
",73 858
"
", 工农业总产值(现价),"
",万元,"
",11 375,"
",31 844,"
",59 977,"
",116 596,"
",145 816
"
", 工业总产值(现价),"
",万元,"
",9 786,"
",25 788,"
",53 174,"
",108 468,"
",137 035
"
", 农业总产值(现价),"
",万元,"
",1 589,"
",5 271,"
",6 803,"
",8 130,"
",8 781
"
", 主要工业产品产量,"
",,"
","
","
","
","
"
"
", 发电量,"
",万千瓦时,"
",1 102,"
",1 772,"
",2 489,"
",2 439,"
",2 701
"
", 钢,"
",吨,"
",1 495,"
",1 843,"
",2 772,"
",6 184,"
",8 485
"
", 钢材,"
",吨,"
",1 042,"
",1 359,"
",2 558,"
",6 328,"
",9 049
"
", 纱,"
",吨,"
",275,"
",218,"
",191,"
",197,"
",198
"
", 布,"
",万米,"
",93,"
",113,"
",114,"
",137,"
",141
"
", 家用电冰箱,"
",台,"
",751,"
",2 956,"
",8 523,"
",22 330,"
",24 899
"
", 家用洗衣机,"
",架,"
",1 256,"
",1 763,"
",5 726,"
",15 755,"
",16 848
"
", 彩色电视机,"
",台,"
",507,"
",1 658,"
",10 395,"
",26 244,"
",36 282
"
", 全社会固定资产投资完成额,"
",万元,"
",780,"
",5 863,"
",8 797,"
",28 093,"
",39 906
"
", 房屋竣工面积,"
",平方米,"
",2 882,"
",7 137,"
",16 567,"
",39 563,"
",37 775
"
", 消费品零售额,"
",万元,"
",1 803,"
",5 776,"
",10 444,"
",20 479,"
",23 723
