"
",房 地 产 开 发 投 资 情 况
"
", 4-8,"
",(2005年),"
",单位：万元
"
",指  标 名 称,"
",合 计,"
",按 经 济 类 型 分
"
",国有经济,"
",集体经济,"
",其他经济
"
", 本年完成投资额,"
",2 238 370,"
",113 551,"
",112 108,"
",2 012 711
"
", #土地开发投资额,"
",63 146,"
",3 291,"
",4 687,"
",55 168
"
", 1.住宅,"
",1 620 904,"
",92 904,"
",95 122,"
",1 432 878
"
", 2.办公楼,"
",138 630,"
",3 158,"
",1 770,"
",133 702
"
", 3.商业营业用房,"
",180 071,"
",4 485,"
",2 665,"
",172 921
"
", 4.其他,"
",298 765,"
",12 923,"
",12 551,"
",273 291
