分 市、 区 耕 地 面 积
"
",10-12 ,"
",(2005年),"
",单位：公顷
"
",市、 区 名 称,"
",年 末 耕,地 面 积,"
", ,"
",当年增加,的 耕 地,"
",
"
",#旱 田,"
",#新开荒地
"
", 总 计,"
",421 006,"
",420 963,"
",1 631,"
",424
"
", 市 区,"
",8 476,"
",8 476,"
",80,"
",11
"
", #城 阳 区,"
",4 293,"
",4 293,"
",64,"
",11
"
", 黄 岛 区,"
",2 387,"
",2 387,"
",6,"
",-
"
", 崂 山 区,"
",1 693,"
",1 693,"
",10,"
",-
"
", 胶 州 市,"
",54 839,"
",54 839,"
",22,"
",15
"
", 即 墨 市,"
",76 329,"
",76 329,"
",123,"
",13
"
", 平 度 市,"
",158 374,"
",158 374,"
",1 091,"
",273
"
", 胶 南 市,"
",53 418,"
",53 375,"
",23,"
",7
"
", 莱 西 市,"
",69 570,"
",69 570,"
",292,"
",105
