主要年份农、林、牧、渔业总产值构成
"
",10-5  ,"
",(以农林牧渔业总产值为100),"
"
"
",年  份,"
",农业产值,"
",林业产值,"
",牧业产值,"
",渔业产值
"
",1949,"
",83.62,"
",2.36,"
",8.94,"
",5.08
"
",1952,"
",78.38,"
",2.23,"
",9.1,"
",10.29
"
",1957,"
",78.78,"
",2.83,"
",10.14,"
",8.25
"
",1962,"
",75.62,"
",1.73,"
",9.41,"
",13.24
"
",1965,"
",77.04,"
",3.75,"
",10.2,"
",9.01
"
",1970,"
",74.11,"
",4.55,"
",10.31,"
",11.03
"
",1975,"
",73.97,"
",2.72,"
",10.02,"
",13.29
"
",1978,"
",73.58,"
",2.51,"
",10.21,"
",13.7
"
",1980,"
",74.02,"
",1.62,"
",12.13,"
",12.23
"
",1985,"
",64.16,"
",2.76,"
",19.78,"
",13.3
"
",1987,"
",60.8,"
",1.69,"
",19.73,"
",17.78
"
",1989,"
",60.63,"
",1.88,"
",19.4,"
",18.09
"
",1990,"
",58.92,"
",1.42,"
",18.74,"
",20.92
"
",1991,"
",55.61,"
",1.43,"
",20.04,"
",22.92
"
",1992,"
",48.01,"
",1.46,"
",20.62,"
",29.91
"
",1993,"
",46.64,"
",1.03,"
",21.27,"
",31.06
"
",1994,"
",45.03,"
",0.95,"
",23.59,"
",30.43
"
",1995,"
",42.45,"
",0.9,"
",26.42,"
",30.23
"
",1996,"
",39.28,"
",0.89,"
",28.75,"
",31.08
"
",1997,"
",38.13,"
",0.8,"
",27.75,"
",33.82
"
",1998,"
",40.81,"
",0.81,"
",27.06,"
",31.32
"
",1999,"
",40.95,"
",0.72,"
",26.84,"
",31.49
"
",2000,"
",39.91,"
",0.75,"
",28.1,"
",31.24
"
",2001,"
",39.37,"
",0.77,"
",29.47,"
",30.39
"
",2002,"
",38.47,"
",0.76,"
",30.08,"
",30.69
"
",2003,"
",33.8,"
",1.15,"
",32.45,"
",32.6
"
",2004,"
",33.15,"
",1.09,"
",33.93,"
",31.83
"
",2005,"
",33.17,"
",0.82,"
",35.8,"
",30.21
