"
",批 发 业 网 点
"
",14-12续表,"
",(2005年底),"
",单位：个
"
",区市名称,"
",文化体育用品,及 器 材,"
",医药及医疗器械,"
",矿产品建材,及化工产品,"
",机械设备五金交电,及 电 子 产 品,"
",其他批发
"
",全市总计,"
",796,"
",538,"
",6 916,"
",7 569,"
",3 151
"
",市 区,"
",434,"
",255,"
",2 518,"
",4 068,"
",1 199
"
",市 南 区,"
",126,"
",88,"
",430,"
",539,"
",385
"
",市 北 区,"
",136,"
",83,"
",511,"
",1 312,"
",135
"
",四 方 区,"
",48,"
",24,"
",442,"
",1 304,"
",233
"
",黄 岛 区,"
",33,"
",11,"
",324,"
",279,"
",67
"
",崂 山 区,"
",11,"
",7,"
",158,"
",92,"
",38
"
",李 沧 区,"
",17,"
",7,"
",358,"
",316,"
",89
"
",城 阳 区,"
",63,"
",35,"
",295,"
",226,"
",252
"
",胶 州 市,"
",67,"
",161,"
",382,"
",190,"
",121
"
",即 墨 市,"
",188,"
",12,"
",593,"
",631,"
",401
"
",平 度 市,"
",16,"
",36,"
",410,"
",515,"
",910
"
",胶 南 市,"
",75,"
",62,"
",2 113,"
",1 355,"
",350
"
",莱 西 市,"
",16,"
",12,"
",900,"
",810,"
",170
