"
",城市环境卫生
"
",9-7
"
",项  目,"
",单 位,"
",2005年,"
",2004年,"
",2005年比2004年,增(+)减(-)%
"
", 市容环卫专用车辆总数,"
",辆,"
",394,"
",315,"
",25.1
"
", 生活垃圾清运量,"
",万吨,"
",96.6,"
",91.3,"
",5.8
"
", 生活垃圾无害化处理厂(场)数,"
",座,"
",2,"
",2,"
",持平
"
", 生活垃圾无害化处理能力,"
",吨/日,"
",2 650,"
",2 650,"
",持平
"
", 生活垃圾无害化处理量,"
",万吨,"
",96.6,"
",91.3,"
",5.8
"
", 道路清扫保洁面积,"
",万平方米,"
",2380,"
",2 342.9,"
",1.6
"
", #机械化,"
",万吨,"
",229.8,"
",213.3,"
",7.7
"
", 粪便清运量,"
",万吨,"
",11.3,"
",8.4,"
",34.5
"
", 粪便无害化处理量,"
",万吨,"
",11.3,"
",8.4,"
",34.5
"
", 公共厕所,"
",个,"
",428,"
",338,"
",26.6
"
", 城市清洁卫生工作人员数,"
",人,"
",5 919,"
",5 035,"
",17.6 
