规 模 以 上 固 定 资 产 投 资
"
", 4-5续表2,"
",(2005年),"
",单位：万元
"
",项目,"
",合 计,
"
",#房地产开发
"
", 通信设备、计算机及其他电子设备制造业,"
",325 551,"
"
"
", 仪器仪表及文化、办公用机械制造业,"
",49 214,"
"
"
", 工艺品及其他制造业,"
",175 921,"
"
"
", 废旧资源和废旧材料回收加工业,"
",26 550,"
"
"
",(4)电力、燃气及水的生产和供应业,"
",278 920,"
"
"
", 电力、热力的生产和供应业,"
",218 344,"
"
"
", 燃气生产和供应业,"
",25 058,"
"
"
", 水的生产和供应业,"
",35 518,"
"
"
",(5)建筑 业,"
",336 785,"
"
"
",(6)交通运输、仓储及邮政业,"
",497 305,"
"
"
", 铁路运输业,"
",655,"
"
"
", 道路运输业,"
",189 563,"
"
"
", 城市公共交通业,"
",3 307,"
"
"
", 水上运输业,"
",189 237,"
"
"
", 航空运输业,"
",0,"
"
"
",(7)信息传输、计算机服务和软件业,"
",22 798,"
"
"
",(8)批发和零售业,"
",420 856,"
"
"
",(9)住宿和餐饮业,"
",136 223,"
"
"
",(10)金融业,"
",5 858,"
"
"
",(11)房地产业,"
",2712 275,"
",2 238 370
