全 市 在 岗 职 工 工 资 总 额、平 均 工 资
"
", 3-7,"
",(2001-2005年)
"
",年  份,"
",工 资 总  额 (万 元),"
",平 均 工 资 (元)
"
",全社会单位,"
",全社会单位,"
"
"
",其中：城镇单位,"
",其中：城镇单位
"
",2001,"
",-,"
",1293684,"
",-,"
",12722
"
",2002,"
",-,"
",1469247,"
",-,"
",14114
"
",2003,"
",2256034,"
",1603371,"
",12597,"
",15335
"
",2004,"
",3804932,"
",1933541,"
",13932,"
",17190
"
",2005,"
",3594799,"
",2427971,"
",16015,"
",20022
