全 市 职 工 工 资 总 额、平 均 工 资
"
", 3-8,"
",(1978-2005年)
"
",年  份,"
",工 资 总  额 (万 元),"
",平 均 工 资 (元)
"
",全社会单位,"
",全社会单位,"
"
"
",其中：城镇单位,"
",其中：城镇单位
"
",1978,"
",-,"
",40 161,"
",-,"
",584
"
",1979,"
",-,"
",48 005,"
",-,"
",662
"
",1980,"
",-,"
",59 503,"
",-,"
",782
"
",1981,"
",-,"
",63 498,"
",-,"
",778
"
",1982,"
",-,"
",65 914,"
",-,"
",785
"
",1983,"
",-,"
",68 640,"
",-,"
",809
"
",1984,"
",-,"
",89 673,"
",-,"
",1 041
"
",1985,"
",-,"
",96 049,"
",-,"
",1 103
"
",1986,"
",-,"
",118 352,"
",-,"
",1 311
"
",1987,"
",-,"
",142 138,"
",-,"
",1 519
"
",1988,"
",-,"
",179 770,"
",-,"
",1 862
"
",1989,"
",-,"
",207 263,"
",-,"
",2 120
"
",1990,"
",-,"
",243 864,"
",-,"
",2 400
"
",1991,"
",-,"
",264 061,"
",-,"
",2 553
"
",1992,"
",-,"
",317 550,"
",-,"
",2 970
"
",1993,"
",-,"
",403 568,"
",-,"
",3 694
"
",1994,"
",-,"
",595 085,"
",-,"
",5 455
"
",1995,"
",-,"
",682 953,"
",-,"
",6 164
"
",1996,"
",-,"
",782 257,"
",-,"
",6 640
"
",1997,"
",-,"
",825 299,"
",-,"
",7 030
"
",1998,"
",-,"
",871 805,"
",-,"
",7 518
"
",1999,"
",-,"
",1 000 932,"
",-,"
",8 405
"
",2000,"
",-,"
",1 203 991,"
",-,"
",10 072
"
",2001,"
",-,"
",1 357 786,"
",-,"
",11 426
"
",2002,"
",-,"
",1 538 475,"
",-,"
",12 839
"
",2003,"
",2326424,"
",1 674 429,"
",12007,"
",14 162
"
",2004,"
",2882933,"
",2 007 102,"
",13445,"
",15 950
"
",2005,"
",3678422,"
",2 506 705,"
",15616,"
",19 086
