主 要 年 份 全 市 总 人 口 数
"
",2-1 ,"
","
",单位：人
"
",年  份,"
",总 人 口,"
",按 性 别  分,"
",平均人口
"
",男,"
",女
"
",1949,"
",4 056 550,"
",1 997 293,"
",2 059 257,"
",4 054 431
"
",1952,"
",4 233 586,"
",2 125 392,"
",2 108 194,"
",4 203 428
"
",1957,"
",4 822 756,"
",2 424 729,"
",2 398 027,"
",4 773 862
"
",1962,"
",4 627 432,"
",2 319 658,"
",2 307 774,"
",4 578 313
"
",1965,"
",4 901 670,"
",2 461 629,"
",2 440 041,"
",4 859 712
"
",1970,"
",5 391 852,"
",2 720 633,"
",2 671 219,"
",5 337 282
"
",1975,"
",5 742 206,"
",2 904 347,"
",2 837 859,"
",5 717 456
"
",1978,"
",5 853 321,"
",2 959 800,"
",2 893 521,"
",5 841 638
"
",1980,"
",5 961 129,"
",3 015 357,"
",2 945 772,"
",5 937 187
"
",1985,"
",6 267 223,"
",3 185 409,"
",3 081 814,"
",6 253 157
"
",1988,"
",6 516 920,"
",3 319 534,"
",3 197 386,"
",6 474 541
"
",1989,"
",6 571 597,"
",3 348 454,"
",3 223 143,"
",6 544 259
"
",1990,"
",6 666 482,"
",3 392 253,"
",3 274 229,"
",6 619 040
"
",1991,"
",6 709 277,"
",3 411 776,"
",3 297 501,"
",6 687 880
"
",1992,"
",6 731 072,"
",3 420 886,"
",3 310 186,"
",6 720 175
"
",1993,"
",6 753 497,"
",3 431 149,"
",3 322 348,"
",6 742 285
"
",1994,"
",6 785 291,"
",3 446 019,"
",3 339 272,"
",6 769 394
"
",1995,"
",6 846 346,"
",3 476 300,"
",3 370 046,"
",6 815 819
"
",1996,"
",6 902 677,"
",3 502 600,"
",3 400 077,"
",6 874 512
"
",1997,"
",6 954 391,"
",3 527 588,"
",3 426 803,"
",6 928 534
"
",1998,"
",6 995 666,"
",3 545 403,"
",3 450 263,"
",6 975 029
"
",1999,"
",7 029 707,"
",3 561 061,"
",3 468 646,"
",7 012 687
"
",2000,"
",7 066 481,"
",3 577 367,"
",3 489 114,"
",7 048 094
"
",2001,"
",7 104 875,"
",3 595 652,"
",3 509 223,"
",7 085 678
"
",2002,"
",7 156 537,"
",3 619 778,"
",3 536 759,"
",7 130 706
"
",2003,"
",7 206 806,"
",3 644 032,"
",3 562 774,"
",7 181 672
"
",2004,"
",7 311 228,"
",3 692 991,"
",3 618 237,"
",7 259 017
"
",2005,"
",7 409 052,"
",3 740 309,"
",3 668 743,"
",7 360 140
