分 市、区 规 模 以 上 工 业 总 产 值
"
", 11-5,"
",(2005年),"
",单位：万元
"
",指标 ,"
",总 计,"
",
"
",市内四区,"
",黄 岛 区,"
",崂 山 区,"
",城阳区,"
",胶州市,"
",即墨市,"
",平度市,"
",胶南市,"
",莱西市
"
", 总 计,"
",43 166 129,"
",8 343 412,"
",7 668 485,"
",3 581 222,"
",5 190 906,"
",4 693 143,"
",4 034 379,"
",3 321 793,"
",4 556 462,"
",1 776 326
"
",一、按隶属关系分,"
","
","
","
","
","
","
","
","
","
"
"
", 中央,"
",3 008 484,"
",2 821 038,"
",175 087,"
",1 724,"
",3 210,"
",3 610,"
",0,"
",628,"
",3 186,"
",0
"
", 省(自治区、直辖市),"
",290 867,"
",153 586,"
",15 550,"
",6 413,"
",33 783,"
",0,"
",0,"
",27 820,"
",1 818,"
",51 898
"
", 市(地级),"
",12 404 820,"
",4 082 075,"
",4 415 174,"
",2 514 632,"
",161 012,"
",207 470,"
",127 271,"
",494 815,"
",390 770,"
",11 600
"
", 县级市(区),"
",3 529 645,"
",179 449,"
",302 128,"
",277 567,"
",440 049,"
",674 549,"
",438 453,"
",256 139,"
",767 859,"
",193 452
"
", 城(镇)街道,"
",4 140 904,"
",0,"
",1 685,"
",93 742,"
",1 229 556,"
",1 481 054,"
",18 676,"
",58 730,"
",995 499,"
",261 962
"
", 乡,"
",12 378,"
",0,"
",0,"
",0,"
",0,"
",1 607,"
",0,"
",0,"
",10771,"
",0
"
", 其它,"
",19 779 032,"
",1 107 264,"
",2 758 862,"
",687 144,"
",3 323 296,"
",2 324 853,"
",3 449 980,"
",2 483 660,"
",2 386 560,"
",1 257 414
"
",二、按登记注册类型分,"
",,"
","
","
","
","
","
",,"
","
",,"
",
"
", 国有经济,"
",2 259 827,"
",1 504 053,"
",132 542,"
",9 007,"
",114 673,"
",93 448,"
",91 326,"
",190 090,"
",63 486,"
",61 202
"
", 集体经济,"
",5 729 986,"
",114 505,"
",2 542 089,"
",2 374 441,"
",223 608,"
",95 448,"
",151 753,"
",133 409,"
",89 478,"
",5 256
"
", #城市(镇)街道工业,"
",253 242,"
",0,"
",0,"
",10 461,"
",212 337,"
",0,"
",12 596,"
",2 905,"
",14 943,"
",0
"
", 乡办工业,"
",0,"
",0,"
",0,"
",0,"
",0,"
",0,"
",0,"
",0,"
",0,"
",0
"
", 其他经济,"
",35 176 316,"
",6 724 854,"
",4 993 855,"
",1 197 773,"
",4 852 625,"
",4 504 248,"
",3 791 301,"
",2 998 294,"
",4 403 499,"
",1 709 868
"
", #三资企业,"
",12 859 575,"
",1 116 554,"
",2 582 962,"
",489 536,"
",2 368 056,"
",1 574 324,"
",1 784 089,"
",1 320 319,"
",833 802,"
",789 933
"
",三、按轻重工业分,"
","
","
","
","
","
","
","
","
","
"
"
", 轻工业,"
",21 172 092,"
",1 865 188,"
",4 911 914,"
",2 809 527,"
",2 054 278,"
",2 461 182,"
",2 840 445,"
",1 631 280,"
",1 252 546,"
",1 345 730
"
", 重工业,"
",21 994 037,"
",6 478 224,"
",2 756 571,"
",771 695,"
",3 136 628,"
",2 231 962,"
",1 193 934,"
",1 690 512,"
",3 303 916,"
",430 595
"
",四、按企业规模分,"
","
",,"
","
",,"
","
",,"
","
","
","
","
"
"
", 大型企业,"
",17 576 100,"
",4 554 536,"
",4 507 049,"
",2 529 847,"
",2 080 749,"
",604 795,"
",815 573,"
",464 012,"
",1 436 318,"
",583 222
"
", 中型企业,"
",12 716 333,"
",2 618 796,"
",1 745 904,"
",567 000,"
",1 499 073,"
",1 898 978,"
",1 159 601,"
",1 243 029,"
",1 574 472,"
",409 480
"
", 小型企业,"
",12 873 695,"
",1 170 081,"
",1 415 532,"
",484 375,"
",1 611 084,"
",2 189 371,"
",2 059 206,"
",1 614 752,"
",1 545 672,"
",783 624
