规 模 以 上 工 业 企 业 主 要 指 标
"
", 11-6,"
",(2005年),"
"
"
",指标 ,"
",企业单位数,(个),"
",工业总产值,(万元),"
",工业增加值,(万元),"
",资产合计,(万元),"
",流动资产,年平均余额,(万元),"
",固定资产净值平均余额,(万元)
"
", 总 计,"
",3 697,"
",43 166 128,"
",13 595 333,"
",30 722 539,"
",16 142 632,"
",8 641 750
"
", 一、按注册登记类型分,"
",,"
","
","
","
","
"
"
", 国有及国有控股企业,"
",180,"
",10 271 113,"
",2 586 001,"
",10 113 524,"
",5 089 332,"
",2 877 282
"
", 集体企业,"
",87,"
",5 729 986,"
",1 439 937,"
",3 630 742,"
",2 046 932,"
",515 079
"
", 股份有限公司,"
",117,"
",3 855 603,"
",1 283 563,"
",2 775 072,"
",1 516 266,"
",751 317
"
", 外商投资企业,"
",259,"
",1 959 632,"
",680 314,"
",1 207 827,"
",687 672,"
",374 580
"
", 港澳台商投资企业,"
",1 399,"
",10 899 943,"
",3 858 748,"
",7 478 463,"
",3 840 639,"
",2 582 483
"
", 二、按轻重工业分,"
",,"
","
",,"
","
",,"
"
"
", 轻工业,"
",1 942,"
",21 172 092,"
",6 719 747,"
",14 149 138,"
",7 567 351,"
",3 584 553
"
", 重工业,"
",1 755,"
",21 994 037,"
",6 875 586,"
",16 573 401,"
",8 575 281,"
",5 057 196
"
", 三、按企业规模分,"
","
",,"
",,"
",,"
",,"
",,"
"
"
", 大型企业,"
",51,"
",17 576 100,"
",4 351 938,"
",13 391 009,"
",7 120 533,"
",3 204 683
"
", 中型企业,"
",441,"
",12 716 333,"
",4 491 902,"
",9 264 109,"
",4 776 185,"
",2 881 607
"
", 小型企业,"
",3 205,"
",12 873 695,"
",4 751 493,"
",8 067 421,"
",4 245 914,"
",2 555 460
"
", 四、按所在地分,"
",,"
","
","
","
","
"
"
", 市区,"
",1 438,"
",24 784 025,"
",7 204 037,"
",21 497 027,"
",11 515 403,"
",5 462 914
"
", #城阳区,"
",591,"
",5 190 906,"
",1 897 696,"
",3 922 873,"
",2 149 524,"
",963 057
"
", 黄岛区,"
",244,"
",7 668 485,"
",2 068 797,"
",5 812 354,"
",3 227 837,"
",1 362 481
"
", 崂山区,"
",167,"
",3 581 222,"
",1 033 008,"
",2 347 916,"
",1 268 537,"
",519 250
"
", 胶州市,"
",466,"
",4 693 143,"
",1 809 398,"
",2 322 091,"
",1 324 581,"
",683 593
"
", 即墨市,"
",531,"
",4 034 379,"
",1 356 275,"
",2 015 705,"
",916 845,"
",788 459
"
", 平度市,"
",411,"
",3 321 793,"
",1 046 483,"
",1 728 856,"
",719 244,"
",758 438
"
", 胶南市,"
",463,"
",4 556 462,"
",1 518 958,"
",2 273 471,"
",1 117 191,"
",690 375
"
", 莱西市,"
",388,"
",1 776 326,"
",660 182,"
",1 219 153,"
",593 836,"
",513 253
"
", 五、按行业分,"
",,"
","
","
","
","
"
"
", 煤炭开采和洗选业,"
",0,"
",0,"
",0,"
",0,"
",0,"
",0
"
", 石油和天然气开采业,"
",0,"
",0,"
",0,"
",0,"
",0,"
",0
"
", 黑色金属矿采选业,"
",2,"
",9 276,"
",4 151,"
",5 014,"
",3 400,"
",158
"
", 有色金属矿采选业,"
",5,"
",57 134,"
",15 426,"
",36 845,"
",11 248,"
",23 331
"
", 非金属矿采选业,"
",34,"
",321 016,"
",116 910,"
",118 170,"
",46 610,"
",56 693
"
", 其他采矿业,"
",1,"
",1 912,"
",1 333,"
",100,"
",95,"
",6
