主 要 能 源 工 业 消 费 量
"
", 5-4,"
",(2005年)
"
",,"
",原煤,(吨),"
",洗精煤(吨),"
",其他洗煤,(吨),"
",型煤,(吨),"
",焦炭,(吨)
"
",总计,"
",13 042 275,"
",622 707,"
",8 195,"
",10 072,"
",1 742 424
"
",煤炭开采和洗选业,"
",0,"
",0,"
",0,"
",0,"
",0
"
",石油和天然气开采业,"
",0,"
",0,"
",0,"
",0,"
",0
"
",黑色金属矿采选业,"
",660,"
",0,"
",0,"
",0,"
",0
"
",有色金属矿采选业,"
",4 516,"
",0,"
",0,"
",0,"
",0
"
",非金属矿采选业,"
",19 801,"
",0,"
",0,"
",403,"
",0
"
",其他采矿选业,"
",0,"
",0,"
",0,"
",0,"
",0
"
",农副食品加工业,"
",183 491,"
",7,"
",0,"
",753,"
",1 309
"
",食品制造业,"
",80 277,"
",0,"
",0,"
",320,"
",46
"
",饮料制造业,"
",225 316,"
",0,"
",0,"
",0,"
",145
"
",烟草制品业,"
",0,"
",0,"
",0,"
",0,"
",0
"
",纺织业,"
",266 787,"
",24,"
",1 015,"
",7,"
",45
"
",纺织服装、鞋、帽制造业,"
",81 657,"
",960,"
",1 810,"
",52,"
",939
"
",皮革、毛皮、羽毛(绒)及其制品业,"
",48 087,"
",5,"
",40,"
",29,"
",7 030
"
",木材加工及木、竹、藤、棕、草制品业,"
",9 648,"
",0,"
",0,"
",0,"
",0
"
",家具制造业,"
",23 985,"
",0,"
",0,"
",70,"
",8
"
",造纸及纸制品业,"
",132 145,"
",0,"
",1 240,"
",338,"
",28
"
",印刷业、记录媒介的复制,"
",9 395,"
",0,"
",0,"
",99,"
",0
"
",文教体育用品制造业,"
",22 116,"
",600,"
",5,"
",85,"
",77
"
",石油加工、炼焦及核燃料加工业,"
",25,"
",5,"
",0,"
",0,"
",3
"
",化学原料及化学制品制造业,"
",2 207 620,"
",0,"
",0,"
",28,"
",197
"
",医药制造业,"
",9951,"
",5,"
",0,"
",360,"
",102
"
",化学纤维制造业,"
",3432,"
",0,"
",0,"
",20,"
",0
"
",橡胶制品业,"
",376 262,"
",765,"
",0,"
",0,"
",21
"
",塑料制品业,"
",43942,"
",50,"
",8,"
",0,"
",0
"
",非金属矿物制品业,"
",535 621,"
",0,"
",0,"
",902,"
",1 874
"
",黑色金属冶炼及压延加工业,"
",358 776,"
",0,"
",0,"
",0,"
",1 688 172
"
",有色金属冶炼及压延加工业,"
",6 589,"
",0,"
",0,"
",0,"
",241
"
",金属制品业,"
",61 975,"
",1 980,"
",3 706,"
",365,"
",7 023
"
",通用设备制造业,"
",92 694,"
",800,"
",281,"
",5 957,"
",25 013
"
",专用设备制造业,"
",11 457,"
",0,"
",0,"
",190,"
",6 667
"
",交通运输设备制造业,"
",89 219,"
",3,"
",0,"
",27,"
",3 157
"
",电气机械及器材制造业,"
",134 394,"
",34,"
",90,"
",20,"
",172
"
",通信设备、计算机及其他电子设备制造业,"
",25 680,"
",0,"
",0,"
",0,"
",17
"
",仪器仪表及文化、办公用机械制造业,"
",7 084,"
",0,"
",0,"
",22,"
",0
"
",工艺品及其他制造业,"
",28 458,"
",187,"
",0,"
",25,"
",138
"
",废弃资源和废旧材料回收加工,"
",634,"
",0,"
",0,"
",0,"
",0
"
",电力、热力的生产和供应业,"
",7 725 972,"
",0,"
",0,"
",0,"
",0
"
",燃气生产和供应业,"
",214 250,"
",617 282,"
",0,"
",0,"
",0
"
",水的生产和供应业,"
",359,"
",0,"
",0,"
",0,"
",0
