商 品 房 屋 销 售 情 况
"
", 4-10,"
",(2005年),"
",单位：万平方米
"
",商品房屋销售情况,"
",实际销售,"
",空 置,"
",实际销售额,(万元)
"
", 房屋面积总计,"
",739.9,"
",113.6,"
",2 666 738
"
", 住宅,"
",650,"
",61.5,"
",2 252 945
"
", 经济适用房,"
",40.8,"
",-,"
",-
"
", 办公楼,"
",9,"
",13.7,"
",69 392
"
", 商业营业用房,"
",65.2,"
",30.5,"
",283 984
"
", 其他,"
",15.7,"
",7.9,"
",60 417
