"
",主 要 年 份 普 通 高 等 学 校 基 本 情 况
"
",16-5,"
",单位：人
"
",年  份,"
",学 校 数,(所),"
",毕业生数,"
",招 生 数,"
",在校学生数,"
",教职工数,"
",
"
",#专任教师
"
",1949,"
",1,"
",-,"
",250,"
",1 007,"
",779,"
",226
"
",1952,"
",2,"
",262,"
",565,"
",2 761,"
",12 530,"
",308
"
",1957,"
",2,"
",356,"
",755,"
",3 133,"
",1 308,"
",622
"
",1962,"
",5,"
",647,"
",653,"
",4 381,"
",1 866,"
",749
"
",1965,"
",3,"
",741,"
",529,"
",2 987,"
",1 539,"
",623
"
",1970,"
",2,"
",684,"
",-,"
",320,"
",1 178,"
",486
"
",1975,"
",2,"
",460,"
",473,"
",1 151,"
",1 353,"
",582
"
",1978,"
",4,"
",739,"
",1 782,"
",3 465,"
",2 829,"
",1 176
"
",1980,"
",6,"
",431,"
",1 717,"
",6 783,"
",4 182,"
",1 606
"
",1985,"
",7,"
",1 828,"
",3 823,"
",10 631,"
",5 561,"
",2 181
"
",1988,"
",7,"
",3 496,"
",4 687,"
",14 408,"
",6 875,"
",2 499
"
",1989,"
",7,"
",3 891,"
",4 567,"
",15 183,"
",7 174,"
",2 554
"
",1990,"
",7,"
",4 495,"
",4 745,"
",15 433,"
",7 305,"
",2 624
"
",1991,"
",7,"
",4 880,"
",4 954,"
",15 491,"
",7 282,"
",2 489
"
",1992,"
",7,"
",4 458,"
",5 428,"
",16 470,"
",7 344,"
",2 523
"
",1993,"
",7,"
",3 140,"
",9 449,"
",23 858,"
",7 366,"
",2 520
"
",1994,"
",4,"
",7 059,"
",8 042,"
",25 018,"
",7 466,"
",2 650
"
",1995,"
",4,"
",7 828,"
",7 978,"
",24 908,"
",7 545,"
",2 682
"
",1996,"
",4,"
",6 691,"
",7 956,"
",26 076,"
",7 606,"
",2 745
"
",1997,"
",4,"
",7 091,"
",8 503,"
",27 434,"
",7 790,"
",2 813
"
",1998,"
",4,"
",6 912,"
",8 849,"
",29 507,"
",7 662,"
",2 907
"
",1999,"
",4,"
",7 202,"
",11 584,"
",33 681,"
",7 662,"
",2 928
"
",2000,"
",6,"
",7 128,"
",18 427,"
",46 131,"
",8 030,"
",3 278
"
",2001,"
",6,"
",8 991,"
",22 787,"
",60 728,"
",8 706,"
",4 058
"
",2002,"
",7,"
",13 053,"
",29 731,"
",82 539,"
",9 517,"
",4 723
"
",2003,"
",25,"
",25 747,"
",61 975,"
",168 439,"
",18 911,"
",10 293
"
",2004,"
",25,"
",34 860,"
",70 022,"
",201 739,"
",21 437,"
",12 347
"
",2005,"
",25,"
",46 114,"
",79 725,"
",239 761,"
",23 078,"
",13 894
