主 要 工 业 产 品 产 量
"
", 11-15
"
",产  品 名 称,"
",计量单位,"
",2005年,"
",2005年比2004年±%
"
", 冶金工业产品,"
",,"
",,"
",
"
", 钢,"
",万吨,"
",309.7,"
",37.2
"
", 钢材,"
",万吨,"
",330.3,"
",43.9
"
", 耐火材料制品,"
",万吨,"
",1.03,"
",50.2
"
", 电力工业产品,"
",,"
","
"
"
", 发电量,"
",亿千瓦小时,"
",98.6,"
",11.01
"
", 化学工业产品,"
",,"
","
"
"
", 原油加工量,"
",万吨,"
",378.9,"
",-21.9
"
", 汽油,"
",万吨,"
",55.6,"
",-12.1
"
", 煤油,"
",万吨,"
","
"
"
", 柴油,"
",万吨,"
",88.4,"
",-15.5
"
", 燃烧油,"
",万吨,"
",145.6,"
",-7.1
"
", 硫酸,"
",万吨,"
",14.8,"
",1.03
"
", 纯碱,"
",万吨,"
",62.5,"
",2.6
"
", 烧碱,"
",万吨,"
",14.8,"
",1.03
"
", 农用化肥(100%),"
",万吨,"
",22.1,"
",12.7
"
", 合成氨,"
",万吨,"
",33.8,"
",3.9
"
", 化学农药,"
",万吨,"
",0.65,"
",74.5
"
", 染料,"
",吨,"
",13 979,"
",17.7
"
", 油漆,"
",吨,"
",1687,"
",-0.4
"
", 塑料,"
",吨,"
",77 215.7,"
",23.5
"
", 化学药品(原料),"
",吨,"
",4430,"
",52.3
"
", 轮胎外胎,"
",万条,"
",3 967.3,"
",96.9
"
", 机械工业产品,"
",,"
","
"
"
", 工业锅炉,"
",蒸发量吨,"
",1894,"
",8
"
", 交流电动机,"
",万千瓦,"
",63.5,"
",-33.9
"
", 钢芯铝绞线,"
",吨,"
",116 592,"
",34.9
"
", 金属切削机床,"
",台,"
",1 347,"
",4.7
"
", 汽车,"
",辆,"
",31 055,"
",-50.4
"
", 改装汽车,"
",辆,"
",6 144,"
",-28.8
