主 要 工 业 产 品 产 量
"
", 11-15续表2
"
",产  品 名 称,"
",计量单位,"
",2005年,"
",2005年比2004年±%
"
", 呢绒,"
",万米,"
",0,"
",0
"
", 化学纤维,"
",万吨,"
",9.6,"
",10
"
", 丝织品,"
",万米,"
",0,"
",0
"
", 针棉织品折用纱线,"
",万吨,"
",2.54,"
",-0.9
"
", 轻工产品,"
",,"
","
"
"
", 机制纸及纸板,"
",万吨,"
",31.95,"
",45.2
"
", 洗衣机,"
",万台,"
",61.5,"
",6.9
"
", 肥皂,"
",吨,"
","
"
"
", 原盐,"
",万吨,"
",10,"
",-16.7
"
", 糖果,"
",万吨,"
",248,"
",9.7
"
", 卷烟,"
",万箱,"
",150.7,"
",2.42
"
", 食用植物油,"
",万吨,"
",27.5,"
",14.4
"
", 发酵酒精,"
",万吨,"
","
"
"
", 饮料酒,"
",万吨,"
",439.7,"
",12.5
"
", #白酒,"
",万吨,"
",1.16,"
",-1.6
"
", #啤酒,"
",万吨,"
",435.2,"
",11
"
", 塑料制品,"
",吨,"
",77 215.8,"
",23.7
"
", 家具,"
",万件,"
",332.4,"
",-28.1
"
", 电冰箱,"
",万台,"
",908.8,"
",11.5
"
", 皮鞋,"
",万双,"
",2 985,"
",12.1
"
", 服装,"
",万件,"
",53 033.64,"
",24.4
