主 要 工 业 产 品 产 量
"
", 11-15续表1
"
",产  品 名 称,"
",计量单位,"
",2005年,"
",2005年比2004年±%
"
", 客车,"
",辆,"
",408,"
",-15.7
"
", 民用钢质船舶,"
",综合吨,"
",22 641,"
",226.2
"
", 电子产品,"
",,"
","
"
"
", 电视机,"
",万部,"
",1 324.3,"
",38.3
"
", #彩电,"
",万部,"
",1 324.3,"
",38.3
"
", 程控交换机,"
",万线,"
",151.16,"
",-50
"
", 电子元件,"
",万只,"
",4,"
",16.6
"
", 半导体集成电路,"
",万块,"
",0.9,"
",32.4
"
", 建材工业产品,"
",,"
","
"
"
", 水泥,"
",万吨,"
",210.8,"
",19.9
"
", 平板玻璃,"
",万重量箱,"
",297.5,"
",100.6
"
", 砖(折标准砖),"
",万块,"
",995,"
",-5.3
"
", 锯材,"
",万立方米,"
","
"
"
", 纺织工业产品,"
",,"
","
"
"
", 纱,"
",吨,"
",72 140.5,"
",4.04
"
", 布,"
",万米,"
",51 307.2,"
",-0.75
"
", 印染布,"
",万米,"
",16 027.4,"
",55.2
"
", 帘子布,"
",吨,"
",0,"
",0
"
", 毛线,"
",吨,"
",12 560,"
",0.34
