分 市、区 地 方 财 政 一 般 预 算 收 入
"
", 6-2,"
",(2005年),"
",单位：万元
"
",市、区名称,"
",财政收入,"
",
"
",#城建税,"
",#增值税,"
",#营业税
"
",总 计,"
",1 763 412,"
",97 522,"
",265 650,"
",495 568
"
",市 区,"
",593 326,"
",35 859,"
",100 652,"
",169 746
"
",#城 阳 区,"
",70 086,"
",8 098,"
",15 107,"
",15 818
"
",黄 岛 区,"
",116 945,"
",8 028,"
",19 460,"
",33 190
"
",崂 山 区,"
",117 948,"
",5 226,"
",16 436,"
",22 716
"
",胶 州 市 ,"
",91 195,"
",3 819,"
",15 500,"
",16 465
"
",即 墨 市 ,"
",93 577,"
",5 423,"
",17 119,"
",19 590
"
",平 度 市 ,"
",91 840,"
",3 484,"
",10 985,"
",11 992
"
",胶 南 市 ,"
",120 835,"
",4 969,"
",12 835,"
",18 693
"
",莱 西 市 ,"
",56 344,"
",2 510,"
",7 907,"
",8 558
"
",市 本 级 ,"
",716 295,"
",41 458,"
",100 652,"
",250 524
