"
",主 要 年 份 文 化 事 业 机 构 数
"
",16-17,"
","
",单位：个
"
",年 份,"
",合 计,"
",
"
",#剧 院,"
",#影剧院,"
",#电影队,"
",#文化馆,"
",#艺术表演,团 体
"
",1949,"
",24,"
",8,"
",9,"
",1,"
",3,"
",3
"
",1952,"
",50,"
",9,"
",11,"
",7,"
",15,"
",8
"
",1957,"
",99,"
",8,"
",16,"
",39,"
",11,"
",15
"
",1962,"
",103,"
",8,"
",17,"
",51,"
",12,"
",13
"
",1965,"
",117,"
",8,"
",18,"
",64,"
",13,"
",13
"
",1970,"
",121,"
",7,"
",20,"
",67,"
",12,"
",13
"
",1975,"
",249,"
",5,"
",21,"
",188,"
",12,"
",16
"
",1978,"
",402,"
",5,"
",24,"
",276,"
",13,"
",15
"
",1980,"
",661,"
",4,"
",24,"
",372,"
",12,"
",17
"
",1985,"
",1 290,"
",3,"
",81,"
",934,"
",12,"
",11
"
",1988,"
",1 473,"
",2,"
",84,"
",924,"
",12,"
",11
"
",1989,"
",1 308,"
",2,"
",106,"
",773,"
",12,"
",11
"
",1990,"
",1 323,"
",2,"
",106,"
",773,"
",12,"
",11
"
",1991,"
",1 185,"
",-,"
",108,"
",634,"
",12,"
",11
"
",1992,"
",1 167,"
",-,"
",108,"
",634,"
",12,"
",11
"
",1993 ,"
",1 079 ,"
",- ,"
",103 ,"
",561 ,"
",12 ,"
",11 
"
",1994,"
",964,"
",-,"
",78,"
",487,"
",12,"
",11
"
",1995,"
",767,"
",-,"
",61,"
",367,"
",13,"
",11
"
",1996,"
",761,"
",-,"
",61,"
",367,"
",13,"
",11
"
",1997,"
",634,"
",-,"
",61,"
",260,"
",12,"
",11
"
",1998,"
",491,"
",-,"
",51,"
",125,"
",12,"
",11
"
",1999,"
",638,"
",-,"
",43,"
",279,"
",12,"
",11
"
",2000,"
",637,"
",-,"
",45,"
",280,"
",12,"
",11
"
",2001,"
",614,"
",-,"
",44,"
",279,"
",12,"
",11
"
",2002,"
",590,"
",-,"
",44,"
",279,"
",11,"
",11
"
",2003,"
",492,"
",-,"
",50,"
",189,"
",11,"
",11
"
",2004,"
",476,"
",-,"
",29,"
",214,"
",12,"
",11
"
",2005,"
",478,"
",-,"
",39,"
",205,"
",12,"
",12
