"
",科学技术奖励情况
"
",16-15,"
",(2005年)
"
",项  目,"
",单 位,"
",自然科学奖,"
",技术发明奖,"
",科技进步奖,"
",科学技术,功 勋 奖,"
",国际科技,合 作 奖,"
",最高奖
"
",国家级,"
",项,"
",-,"
",1,"
",3,"
",-,"
",-,"
",-
"
", #一等,"
",项,"
",-,"
",-,"
",-,"
",-,"
",-,"
",-
"
", 二等,"
",项,"
",-,"
",1,"
",3,"
",-,"
",-,"
",-
"
", 三等,"
",项,"
",-,"
",-,"
",-,"
",-,"
",-,"
",-
"
", 省级,"
",项,"
",4,"
",3,"
",63,"
",-,"
",-,"
",1
"
", #一等,"
",项,"
",1,"
",-,"
",4,"
",-,"
",-,"
",-
"
", 二等,"
",项,"
",-,"
",1,"
",19,"
",-,"
",-,"
",-
"
", 三等,"
",项,"
",3,"
",2,"
",40,"
",-,"
",-,"
",-
"
", 市级,"
",项,"
",19,"
",5,"
",152,"
",-,"
",3,"
",-
"
", #一等,"
",项,"
",3,"
",-,"
",15,"
",-,"
",-,"
",-
"
", 二等,"
",项,"
",7,"
",3,"
",57,"
",-,"
",-,"
",-
"
", 三等,"
",项,"
",9,"
",2,"
",80,"
",-,"
",-,"
",-
