"
",文 化、文 物 事 业 机 构、人 员 数
"
",16-18,"
"
"
",项  目,"
",文化机构数(个),"
",文化人员数(人)
"
",2005年,"
",2004年,"
",2005年,"
",2004年
"
", 总 计,"
",221,"
",219,"
",2 052,"
",2 002
"
",文化事业合计,"
",205,"
",204,"
",1 805,"
",1 773
"
",一、艺术事业,"
",27,"
",26,"
",928,"
",903
"
", 1.艺术表演团体,"
",12,"
",11,"
",740,"
",653
"
", 2.艺术表演场所,"
",10,"
",11,"
",160,"
",227
"
", 3.艺术创作机构,"
",3,"
",2,"
",10,"
",7
"
", 4.艺术研究机构,"
",2,"
",2,"
",18,"
",16
"
", 5.艺术展览机构,"
",-,"
",-,"
",-,"
",-
"
", 6.其他,"
",-,"
",-,"
",-,"
",-
"
",二、图书馆事业,"
",13,"
",13,"
",267,"
",265
"
", 公共图书馆,"
",13,"
",13,"
",267,"
",265
"
", #县(区)级图书馆,"
",12,"
",12,"
",162,"
",165
"
",三、群众文化事业,"
",160,"
",160,"
",505,"
",509
"
", 1.群众艺术馆,"
",1,"
",1,"
",47,"
",53
"
", 2.文化馆,"
",12,"
",12,"
",191,"
",191
"
", 3.文化站,"
",147,"
",147,"
",267,"
",265
"
", 4.其他,"
",-,"
",-,"
",-,"
",-
"
",四、教育事业,"
",-,"
",-,"
",-,"
",-
"
", 1.高等院校,"
",-,"
",-,"
",-,"
",-
"
", 2.中等专业学校,"
",-,"
",-,"
",-,"
",-
"
", 3.其他教育机构,"
",-,"
",-,"
",-,"
",-
"
",五、其他文化事业,"
",5,"
",5,"
",105,"
",96
"
", 文物事业合计,"
",16,"
",15,"
",247,"
",229
"
", 1.文物机构,"
",6,"
",6,"
",36,"
",35
"
", 2.博物馆纪念馆,"
",8,"
",8,"
",185,"
",175
"
", 3.文物商店,"
",1,"
",1,"
",19,"
",19
"
", 4.文物科研机构,"
",1,"
",-,"
",7,"
",-
