"
",城市供气
"
",9-6
"
",项  目,"
",单 位,"
",2005年,"
",2004年,"
",2005年比2004年,增(+)减(-)%
"
", 煤气供应总量,"
",万立方米,"
",16 573,"
",15 503,"
",6.9
"
", #家庭用量,"
",万立方米,"
",8 708,"
",10 016,"
",-13.1
"
", 用气户数,"
",户,"
",157 798,"
",274 220,"
",-42.5
"
", #家庭用户,"
",户,"
",157 255,"
",273 506,"
",-42.5
"
", 液化石油气供应总量,"
",吨,"
",78 000,"
",58 548,"
",33.2
"
", #家庭用量,"
",吨,"
",47 680,"
",38 607,"
",23.5
"
", 液化石油气用气户数,"
",户,"
",640 637,"
",518 396,"
",23.6
"
", #家庭用户,"
",户,"
",632 247,"
",511 515,"
",23.6
"
", 天然气供应总量,"
",万立方米,"
",16 573,"
",2 710,"
",511.5
"
", #家庭用量,"
",万立方米,"
",8 708,"
",1 101,"
",690.9
"
", 天然气用气户数,"
",户,"
",157 798,"
",130 782,"
",20.7
"
", #家庭用户,"
",户,"
",157 255,"
",130 488,"
",20.5
"
", 燃气普及率,"
",%,"
",100,"
",100,"
",-
