"
",城市住宅
"
",9-3
"
",项  目,"
",单 位,"
",2005年,"
",2004年,"
",2005年比2004年,增(+)减(-)%
"
", 年末实有房屋建筑面积,"
",万平方米,"
",9022,"
",8 491,"
",6.3
"
", 年末住宅建筑面积,"
",万平方米,"
",4896,"
",4 586,"
",6.8
"
", #私有住宅,"
",万平方米,"
",4373,"
",4 063,"
",7.6
"
", 本年新建竣工房屋面积,"
",万平方米,"
",527.27,"
",438.42,"
",20.3
"
", #住宅,"
",万平方米,"
",329.7,"
",297.25,"
",10.9
"
", 本年减少房屋建筑面积,"
",万平方米,"
",27.73,"
",9.35,"
",196.6
"
", #住宅,"
",万平方米,"
",19.38,"
",1.46,"
",1227.4
"
", 城市居住人口,"
",万人,"
",195.77,"
",189.26,"
",3.4
"
", 平均每人住宅建筑面积,"
",平方米,"
",25.01,"
",24.22,"
",3.3
