"
",环境保护基本情况
"
",9-9
"
",项  目,"
",单 位,"
",2005年,"
",2004年,"
",2005年比2004年,增(+)减(-)%
"
", 二氧化硫排放总量,"
",吨,"
",155 350.96,"
",151 664.3,"
",2.4
"
", 烟尘排放总量,"
",吨,"
",43 500.03,"
",42 485.6,"
",2.4
"
", 工业粉尘排放总量,"
",吨,"
",9 956.56,"
",9 275.2,"
",7.3
"
", 工业固体废物排放总量,"
",吨,"
",500,"
",800,"
",-37.5
"
", 化学需氧量排放总量,"
",吨,"
",54 201.58,"
",55 822.6,"
",-3.0
"
", 氨氮排放总量,"
",吨,"
",6 019.32,"
",5 802.2,"
",3.7
"
", 废水排放总量,"
",万吨,"
",25 444.28,"
",24 183.4,"
",5.2
