城 镇 单 位 分 行 业 职 工 人 数
"
", 3-3,"
",(1978-2002年),"
",单位：万人
"
",年 份,"
",合 计,"
", 
"
",农林牧渔业,"
",工 业,"
",建 筑 业,"
",地质勘查,水利管理业,"
",交通运输仓,储邮电通信业,"
",批发零售贸,易、餐饮业
"
",1978,"
",70.7,"
",1.5,"
",41.3,"
",3.4,"
",0.2,"
",4.2,"
",9.4
"
",1980,"
",79.2,"
",1.6,"
",46.8,"
",3.9,"
",0.1,"
",4.9,"
",9.9
"
",1985,"
",88.8,"
",1.3,"
",51.9,"
",3.8,"
",0.2,"
",5.2,"
",10.1
"
",1990,"
",103.2,"
",1.1,"
",58.2,"
",4.2,"
",0.3,"
",6.0,"
",11.8
"
",1991,"
",105.4,"
",1.4,"
",57.9,"
",4.7,"
",0.3,"
",6.1,"
",12.5
"
",1992,"
",108.2,"
",1.5,"
",57.7,"
",5.2,"
",0.3,"
",6.2,"
",13.4
"
",1993,"
",109.4,"
",1.3,"
",57.6,"
",5.5,"
",0.5,"
",6.1,"
",13.4
"
",1994,"
",110.1,"
",1.4,"
",57.0,"
",5.0,"
",0.3,"
",6.4,"
",13.7
"
",1995,"
",111.6,"
",1.2,"
",58.3,"
",4.9,"
",0.3,"
",6.3,"
",13.4
"
",1996,"
",118.4,"
",0.9,"
",63.8,"
",4.8,"
",0.3,"
",6.5,"
",13.7
"
",1997,"
",117.1,"
",0.9,"
",62.5,"
",4.3,"
",0.3,"
",6.3,"
",13.3
"
",1998,"
",116.2,"
",0.9,"
",61.5,"
",4.6,"
",0.3,"
",6.1,"
",12.4
"
",1999,"
",119.0,"
",0.9,"
",65.2,"
",4.4,"
",0.3,"
",6.1,"
",11.6
"
",2000,"
",118.3,"
",0.9,"
",65.2,"
",4.5,"
",0.3,"
",6.0,"
",10.6
"
",2001,"
",117.5,"
",0.8,"
",65.6,"
",4.2,"
",0.3,"
",5.9,"
",9.7
"
",2002,"
",119.1,"
",0.8,"
",66.8,"
",5.0,"
",0.3,"
",5.6,"
",8.8
