分 市、区 婚 姻 登 记 情 况
"
", 17-7,"
",(2005年)
"
",市、区名称,"
",准 予 登  记 结 婚,"
",准 予,登记离婚,(对),"
",涉  外,婚姻登记,(对)
"
",合 计,(对),"
",初 婚,(人),"
",恢复结婚,(对),"
",再 婚 (人)
"
",男,"
",女
"
",总 计,"
",53 706,"
",92 402,"
",494,"
",7 033,"
",7 977,"
",6 894,"
",366
"
",市 区,"
",20 779,"
",34 529,"
",302,"
",3 484,"
",3 545,"
",4 205,"
",366
"
", #城 阳 区,"
",3 367,"
",5 926,"
",6,"
",422,"
",386,"
",329,"
",-
"
", 黄 岛 区,"
",2 654,"
",4 691,"
",295,"
",322,"
",295,"
",381,"
",-
"
", 崂 山 区,"
",3 710,"
",6 642,"
",-,"
",401,"
",377,"
",154,"
",-
"
",胶 州 市,"
",5 634,"
",10 131,"
",48,"
",559,"
",578,"
",488,"
",-
"
",即 墨 市,"
",7 704,"
",13 644,"
",16,"
",831,"
",933,"
",550,"
",-
"
",平 度 市,"
",8 427,"
",14 339,"
",115,"
",997,"
",1 518,"
",891,"
",-
"
",胶 南 市,"
",6 217,"
",11 021,"
",-,"
",632,"
",781,"
",448,"
",-
"
",莱 西 市,"
",4 945,"
",8 738,"
",13,"
",530,"
",622,"
",312,"
",-
