邮 电 通 讯 基 本 情 况
"
",13-5 续表2,"
",(2005年)
"
",市、区名称,"
",函 件,(出口)(万件),"
",包 件,(出口)(万件),"
",汇 票,(出口)(万件),"
",报纸期发份数,(万份),"
",杂志期发份数,(万份)
"
",总 计,"
",8 011.8,"
",82.5,"
",156.2,"
",899.6,"
",67.9
"
",市 区,"
",5 561.1,"
",63.2,"
",108,"
",428.65,"
",45.16
"
",# 黄 岛 区,"
",358.3,"
",7.7,"
",9.4,"
",53.08,"
",2.36
"
", 崂 山 区,"
",478.3,"
",15.2,"
",15,"
",76.94,"
",5.26
"
",胶 州 市,"
",521.8,"
",4.4,"
",15,"
",74.53,"
",4.18
"
",即 墨 市,"
",480.1,"
",4.6,"
",14.7,"
",104.77,"
",3.51
"
",平 度 市,"
",666.7,"
",3.7,"
",6.1,"
",102.98,"
",4.82
"
",胶 南 市,"
",447.6,"
",4.3,"
",6.6,"
",131.94,"
",2.96
"
",莱 西 市,"
",334.5,"
",2.5,"
",5.8,"
",56.73,"
",7.27
