"
",社 会 消 费 品 零 售 总 额
"
",14-1,"
",(1985-2005年),"
",单位：万元
"
",年  份,"
",消费品零售,总 额,"
"
"
",批发和零售业,"
",住宿和餐饮业,"
",其他行业
"
",1985,"
",30222,"
",231477,"
",16996,"
",18753
"
",1986,"
",364091,"
",269418,"
",21384,"
",27118
"
",1987,"
",432569,"
",310658,"
",23319,"
",32617
"
",1988,"
",590538,"
",434572,"
",32304,"
",45449
"
",1989,"
",619941,"
",450812,"
",34083,"
",56303
"
",1990,"
",658264,"
",484770,"
",35568,"
",67863
"
",1991,"
",760562,"
",566767,"
",4320,"
",56812
"
",1992,"
",888411,"
",666911,"
",53045,"
",67392
"
",1993,"
",1384533,"
",1031794,"
",80077,"
",96759
"
",1994,"
",1880654,"
",1352073,"
",127313,"
",202937
"
",1995,"
",2376776,"
",1637349,"
",186028,"
",305947
"
",1996,"
",2708527,"
",1873008,"
",220322,"
",321325
"
",1997,"
",3008981,"
",2105728,"
",241928,"
",361248
"
",1998,"
",3368736,"
",2322209,"
",277696,"
",411210
"
",1999,"
",3762754,"
",2715635,"
",315307,"
",391388
"
",2000,"
",4282871,"
",3116990,"
",387944,"
",403854
"
",2001,"
",4911735,"
",3561731,"
",507012,"
",433851
"
",2002,"
",5574364,"
",4162676,"
",638358,"
",402654
"
",2003,"
",6455113,"
",5283584,"
",849032,"
",322497
"
",2004,"
",7475022,"
",6266750,"
",1017193,"
",191079
"
",2005,"
",8659065,"
",7269407,"
",1170861,"
",218797
