分 市、区 猪、 羊 及 家 禽 存 养 量
"
", 10-18,"
", (2005年) ,"
",单位：万只
"
",市、区名称,"
",年末生猪,存 养 量,"
",年 末 羊,存 养 量,"
","
",家  禽
"
",#山  羊,"
",绵 羊
"
", 总 计,"
",199.56,"
",86.93,"
",80.04,"
",6.89,"
",6253.22
"
", 市 区,"
",3.88,"
",0.53,"
",0.53,"
",,"
",177.47
"
", #李 沧 区,"
",1.10,"
",0.01,"
",0.01,"
",,"
",22.00
"
", #城 阳 区,"
",2.78,"
",0.52,"
",0.52,"
",,"
",155.47
"
", 黄 岛 区,"
",1.34,"
",0.46,"
",0.46,"
",,"
",
"
", 崂 山 区,"
",2.63,"
",0.08,"
",0.08,"
",,"
",43.93
"
", 胶 州 市,"
",36.70,"
",19.50,"
",18.95,"
",0.55,"
",905.00
"
", 即 墨 市,"
",27.17,"
",10.27,"
",9.79,"
",0.49,"
",1029.75
"
", 平 度 市,"
",44.98,"
",10.06,"
",4.21,"
",5.85,"
",1726.30
"
", 胶 南 市,"
",43.86,"
",31.02,"
",31.02,"
",,"
",670.76
"
", 莱 西 市,"
",39.00,"
",15.00,"
",15.00,"
",,"
",1700.00
