房 地 产 施 工、竣 工 面 积 及 竣 工 价 值
"
", 4-9,"
",(2005年),"
",单位：万平方米
"
",施工、竣工房屋面积及竣工价值,"
",施工面积,"
",,"
",竣工房屋,"
",竣工房屋价值,(万元)
"
",#新开工
"
", 房屋建筑面积总计,"
",2 362.7,"
",1 213.2,"
",811.3,"
",1 302 556
"
", 住宅,"
",1 862.8,"
",979.3,"
",678.3,"
",1 060 948
"
", 其中：经济适用房,"
",240.1,"
",73.6,"
",72.2,"
",-
"
", 办公楼,"
",93,"
",47,"
",7.7,"
",9 237
"
", 商业营业用房,"
",227.1,"
",89.6,"
",81.4,"
",158 036
"
", 其他,"
",179.8,"
",97.3,"
",43.9,"
",74335
