分 市、区 职 工 平 均 工 资
"
", 3-11,"
",(2005年),"
",单位：元/年
"
",市、区名称,"
",合  计,"
",,"
",国有单位,"
",,"
",集体单位,"
",,"
",其他所有,制 单 位,"
",
"
",#工 业,"
",#工 业,"
",#工 业,"
",#工  业
"
",总 计,"
",15616,"
",12575,"
",26837,"
",17660,"
",10792,"
",9692,"
",12934,"
",12485
"
", #城阳区,"
",15134,"
",13534,"
",35129,"
",12112,"
",11950,"
",11528,"
",13542,"
",13929
"
", 黄岛区,"
",17925,"
",15368,"
",41567,"
",25973,"
",13071,"
",15646,"
",14996,"
",15034
"
", 崂山区,"
",17997,"
",15281,"
",41373,"
",15825,"
",11417,"
",10849,"
",17297,"
",16883
"
",胶州市,"
",13543,"
",11482,"
",21647,"
",13852,"
",10048,"
",8228,"
",11567,"
",11628
"
",即墨市,"
",12568,"
",11344,"
",22262,"
",17869,"
",8532,"
",8144,"
",11524,"
",11600
"
",平度市,"
",10897,"
",9354,"
",16737,"
",11448,"
",7760,"
",8768,"
",9729,"
",9288
"
",胶南市,"
",11903,"
",10183,"
",23613,"
",12664,"
",10038,"
",8360,"
",10431,"
",10344
"
",莱西市,"
",12173,"
",11368,"
",17180,"
",9380,"
",10128,"
",7033,"
",11320,"
",11581
