分 市、区 全 部 工 业 企 业 单 位 数
"
", 11-2,"
",(2005年),"
",单位：个
"
",市、区名称,"
",合 计,"
",规模以上,"
",按轻重工业分,"
",按企业规模分
"
",轻工业,"
",重工业,"
",大型企业,"
",中型企业,"
",小型企业
"
", 总 计,"
",69 948,"
",3 697,"
",1 942,"
",1 755,"
",51,"
",441,"
",3 205
"
", 市 区,"
",13 843,"
",1 438,"
",736,"
",702,"
",36,"
",206,"
",1 196
"
", #城 阳 区,"
",4 056,"
",591,"
",353,"
",238,"
",9,"
",65,"
",517
"
", 黄 岛 区,"
",1 813,"
",244,"
",96,"
",148,"
",5,"
",46,"
",193
"
", 崂 山 区,"
",2 843,"
",167,"
",79,"
",88,"
",2,"
",22,"
",143
"
", 胶 州 市,"
",10 467,"
",466,"
",271,"
",195,"
",4,"
",64,"
",398
"
", 即 墨 市,"
",12 851,"
",531,"
",337,"
",194,"
",4,"
",52,"
",475
"
", 平 度 市,"
",12 409,"
",411,"
",179,"
",232,"
",0,"
",60,"
",351
"
", 胶 南 市,"
",9 886,"
",463,"
",185,"
",278,"
",4,"
",39,"
",420
"
", 莱 西 市,"
",10 492,"
",388,"
",234,"
",154,"
",3,"
",20,"
",365
