建筑业增加值
"
",12-4 ,"
",(2005年),"
",单位：万元
"
",市、区名称,"
",增 加 值 
"
", 总 计,"
",1 329 600
"
", 市 南 区,"
",98 100
"
", 市 北 区,"
",83 800
"
", 四 方 区 ,"
",29 900
"
", 李 沧 区,"
",51 000
"
", 黄 岛 区,"
",169 000
"
", 崂 山 区,"
",100 300
"
", 城 阳 区,"
",122 900
"
", 胶 州 市,"
",155 000
"
", 即 墨 市,"
",176 700
"
", 平 度 市,"
",98 000
"
", 胶 南 市,"
",141 000
"
", 莱 西 市,"
",103 900
