青岛口岸进出口总额
"
",15-1,"
",(1985-2004年),"
",单位：万美元
"
",年份,"
",青岛口岸进出口,总额,"
",
"
",出口,"
",进口
"
",1985,"
",414 448,"
",234 652,"
",179 796
"
",1986,"
",382 840,"
",191 926,"
",190 914
"
",1987,"
",445 090,"
",259 458,"
",185 632
"
",1988,"
",474 516,"
",259 176,"
",215 340
"
",1989,"
",506 152,"
",268 397,"
",237 755
"
",1990,"
",477 117,"
",304 011,"
",173 106
"
",1991,"
",519 273,"
",332 949,"
",186 324
"
",1992,"
",581 495,"
",350 163,"
",231 332
"
",1993,"
",678 013,"
",360 297,"
",317 716
"
",1994,"
",888 574,"
",510 760,"
",377 814
"
",1995,"
",1 307 508,"
",705 245,"
",602 263
"
",1996,"
",1 391 323,"
",760 566,"
",629 757
"
",1997,"
",1 542 284,"
",936 142,"
",609 142
"
",1998,"
",1 463 718,"
",933 392,"
",530 326
"
",1999,"
",1 696 514,"
",1 063 768,"
",632 746
"
",2000,"
",2 520 420,"
",1 423 266,"
",1 097 154
"
",2001,"
",2 797 085,"
",1 636 888,"
",1 160 197
"
",2002,"
",3 128 048,"
",1 889 612,"
",1 238 436
"
",2003,"
",4 088 096,"
",2 366 046,"
",1 722 050
"
",2004,"
",5 677 570,"
",3 197 697,"
",2 479 873
"
",2005,"
",6 932 944,"
",3 959 947,"
",2 972 997
