分 市、区 全 部 工 业 企 业 单 位 数
"
", 11-2 续表,"
",(2005年),"
",单位：个
"
",市、区名称,"
",按 经 济 类 型 分,"
",规 模,以 下,"
",#个 体 ,"
"
"
",国有企业,"
",集体企业,"
",乡镇企业,"
",三资工业
"
", 总 计,"
",76,"
",87,"
",120,"
",1 658,"
",66 251,"
",47 094
"
", 市 区,"
",53,"
",46,"
",4,"
",811,"
",12 405,"
",5 050
"
", #城 阳 区,"
",11,"
",4,"
",4,"
",398,"
",3 465,"
",1 082
"
", 黄 岛 区,"
",4,"
",3,"
",0,"
",150,"
",1 569,"
",756
"
", 崂 山 区,"
",4,"
",11,"
",0,"
",86,"
",2 676,"
",1 567
"
", 胶 州 市,"
",3,"
",5,"
",74,"
",199,"
",10 001,"
",7 677
"
", 即 墨 市,"
",5,"
",18,"
",2,"
",199,"
",12 320,"
",9 108
"
", 平 度 市,"
",9,"
",7,"
",9,"
",162,"
",11 998,"
",9 835
"
", 胶 南 市,"
",2,"
",4,"
",23,"
",126,"
",9 423,"
",7 056
"
", 莱 西 市,"
",4,"
",7,"
",8,"
",161,"
",10 104,"
",8 368
