各部门基层单位数
"
",1-4    (2005年底)    
"
",项  目,"
", 单 位,"
",数 量
"
", 一、农村基层单位,"
",,"
",
"
", 镇 政 府,"
",个,"
",79
"
", 乡村户数,"
",万户,"
",151.06
"
", 二、工业企业单位,"
",个,"
",69 948
"
", 规模以上,"
",个,"
",3 697
"
", #国 有,"
",个,"
",76
"
", 集 体,"
",个,"
",87
"
", 三 资,"
",个,"
",1 399
"
", 规模以下,"
",个,"
",66 251
"
", 三、交通运输单位,"
",,"
",
"
", 铁 路,"
",个,"
",_
"
", 公 路,"
",个,"
",42
"
", 水 运,"
",个,"
",7
"
", 四、邮电局(所),"
",处,"
",718
"
", 五、建筑业施工企业(总承包、专业承包企业),"
",个,"
",602
"
", 国有企业,"
",个,"
",36
"
", 城镇集体企业,"
",个,"
",42
"
", 其 他,"
",个,"
",524
"
", 六、批发和零售业、住宿和餐饮业,"
",,"
", 
"
", 限额以上批发贸易业,"
",个,"
",317
"
", 限额以上零售贸易业,"
",个,"
",275
"
", 星级以上住宿业,"
",个,"
",95
"
", 限额以上餐饮业,"
",个,"
",179
"
", 七、各级各类学校,"
",,"
",
"
", 普通高等学校,"
",所,"
",25
"
", 中等专业学校,"
",所,"
",7
"
", 普通中学,"
",所,"
",317
"
", 小学,"
",所,"
",1 004
"
", 幼儿园,"
",所,"
",2 235
"
", 八、科研机构,"
",个,"
",50
"
", 中 央 属,"
",个,"
",7
"
", 省 属,"
",个,"
",8
"
", 市 属,"
",个,"
",32
"
", 县级市属,"
",个,"
",3
"
", 九、文化事业机构,"
",个,"
",221
"
", #艺术事业,"
",个,"
",27
"
", 图书馆事业,"
",个,"
",13
"
", 十、电影发行放映机构,"
",个,"
",257
"
", #电影院,"
",个,"
",24
"
", #影剧院,"
",个,"
",15
"
", 十一、广播、电视事业,"
",,"
",
"
", 广播电台,"
",个,"
",1
"
", 电视台,"
",个,"
",1
"
", 十二、卫生事业机构,"
",个,"
",2 609
"
", #医院,"
",个,"
",235
"
", 十三、社会福利事业机构,"
",个,"
",212
