农 村 住 户 每 百 户 家 庭 主 要 耐 用 品 拥 有 量
"
", 8-15,"
",(1982-2005年)
"
",年  份,"
",自行车,(辆),"
",电风扇,(台),"
",洗衣机,(台),"
",电冰箱,(台),"
",黑白电视机,(台),"
",彩色电视机,(台),"
",收录机,(台),"
",照像机,(架)
"
",1982,"
",94,"
",0.3,"
",-,"
",-,"
",3,"
",-,"
",-,"
",-
"
",1983,"
",119,"
",0.2,"
",-,"
",-,"
",8,"
",-,"
",-,"
",-
"
",1984,"
",137,"
",1.3,"
",-,"
",-,"
",15,"
",-,"
",4,"
",-
"
",1985,"
",147,"
",5.1,"
",0.3,"
",-,"
",22,"
",3,"
",8,"
",1
"
",1986,"
",165,"
",10.5,"
",1.1,"
",0.3,"
",36.5,"
",4.5,"
",13,"
",1
"
",1987,"
",148,"
",16.3,"
",2.4,"
",0.5,"
",39,"
",7,"
",17,"
",2
"
",1988,"
",154,"
",23,"
",2.4,"
",1,"
",48,"
",9,"
",20,"
",2
"
",1989,"
",170,"
",30,"
",3,"
",1,"
",55,"
",12,"
",23,"
",2
"
",1990,"
",164,"
",37,"
",4,"
",2,"
",57,"
",13,"
",25,"
",2
"
",1991,"
",173,"
",52,"
",5,"
",4,"
",63,"
",16,"
",25,"
",2
"
",1992,"
",178,"
",62,"
",5,"
",7,"
",65,"
",20,"
",26,"
",2
"
",1993,"
",203,"
",75,"
",7,"
",14,"
",76,"
",26,"
",34,"
",2
"
",1994,"
",204,"
",100,"
",9,"
",21,"
",69,"
",35,"
",35,"
",7
"
",1995,"
",203,"
",105,"
",16,"
",28,"
",67,"
",43,"
",41,"
",6
"
",1996,"
",198,"
",113,"
",13,"
",33,"
",62,"
",46,"
",41,"
",8
"
",1997,"
",191,"
",122,"
",15,"
",36,"
",51,"
",56,"
",42,"
",13
"
",1998,"
",184,"
",123,"
",17,"
",39,"
",46,"
",63,"
",43,"
",15
"
",1999,"
",185,"
",121,"
",20,"
",42,"
",41,"
",74,"
",40,"
",10
"
",2000,"
",165,"
",128,"
",28,"
",47,"
",38,"
",86,"
",32,"
",13
"
",2001,"
",153,"
",137,"
",28,"
",53,"
",24,"
",92,"
",32,"
",13
"
",2002,"
",152,"
",143,"
",36,"
",58,"
",18,"
",98,"
",33,"
",16
"
",2003,"
",137,"
",142,"
",39,"
",60,"
",14,"
",100,"
",25,"
",16
"
",2004,"
",142,"
",147,"
",48,"
",68,"
",8,"
",105,"
",32,"
",21
"
",2005,"
",138,"
",159,"
",57,"
",77,"
",4,"
",109,"
",23,"
",21
