主 要 年 份 城 市 建 设 和 公 用 事 业
"
", 9-1 续表1
"
",年 份,"
",自 来 水,管道长度,(公里),"
",全 年,供水总量,(万吨),"
",全 年,售水总量,(万吨),"
",,"
",生活用水,普 及 率,(%),"
",下水管道,长 度,(公里),"
",全 年,用 电 量,(亿千瓦时),"
",
"
",#居民家庭,用水,"
",#居 民,生活用电
"
",1949,"
",308,"
",721,"
",456,"
",331,"
",89,"
",200,"
",0.88,"
",0.14
"
",1952,"
",341,"
",778,"
",612,"
",310,"
",90,"
",227,"
",1.85,"
",0.14
"
",1957,"
",412,"
",1 392,"
",1 296,"
",606,"
",93,"
",273,"
",2.61,"
",0.26
"
",1962,"
",483,"
",2 700,"
",2512,"
",937,"
",98,"
",290,"
",3.77,"
",0.57
"
",1965,"
",500,"
",3 220,"
",2 979,"
",929,"
",98,"
",295,"
",5.92,"
",0.68
"
",1970,"
",521,"
",4 503,"
",4 106,"
",1 085,"
",99,"
",350,"
",9.83,"
",1.02
"
",1975,"
",564,"
",6 726,"
",6 302,"
",1 950,"
",99,"
",361,"
",12.41,"
",1.43
"
",1978,"
",572,"
",5 334,"
",4 975,"
",1 314,"
",99,"
",382,"
",16.34,"
",1.62
"
",1980,"
",588,"
",8 224,"
",7 874,"
",2 577,"
",99,"
",394,"
",21.48,"
",2.78
"
",1985,"
",685,"
",7 557,"
",7 038,"
",2 628,"
",99.9,"
",505,"
",26.39,"
",2.87
"
",1987,"
",749,"
",10 716,"
",9 155,"
",3 691,"
",99.9,"
",569,"
",34.15,"
",4.01
"
",1989,"
",853,"
",10 349,"
",8 606,"
",3 666,"
",97,"
",620,"
",38.36,"
",3.38
"
",1990,"
",873,"
",1 1896,"
",10 211,"
",4 270,"
",96.9,"
",645,"
",41.08,"
",4.32
"
",1991,"
",908,"
",13 865,"
",11 760,"
",4 990,"
",96.6,"
",649,"
",44.51,"
",5.34
"
",1992,"
",1 035,"
",16 385,"
",1 3070,"
",5931,"
",96.5,"
",672,"
",51.78,"
",6.84
"
",1993,"
",1 123,"
",16 137,"
",14 027,"
",6 124,"
",99.1,"
",734,"
",55.02,"
",7.66
"
",1994,"
",1 124,"
",17 367,"
",14 716,"
",6 405,"
",100,"
",811,"
",60.74,"
",8.78
"
",1995,"
",1 046,"
",22 513,"
",15 810,"
",7 050,"
",100,"
",990,"
",67.23,"
",10.16
"
",1996,"
",1 182,"
",23 277,"
",16 566,"
",7 731,"
",100,"
",1051,"
",72.87,"
",12.23
"
",1997,"
",1 266,"
",24 130,"
",17 215,"
",8 787,"
",100,"
",1 167,"
",77.82,"
",13.73
"
",1998,"
",1 390,"
",23 845,"
",17 271,"
",9 115,"
",100,"
",1 210,"
",79.65,"
",14.28
"
",1999,"
",1 471,"
",23 849,"
",18 558,"
",10 032,"
",100,"
",1 301,"
",88.12,"
",15.31
"
",2000,"
",1 524,"
",25 414,"
",20 642,"
",11 405,"
",100,"
",1 460,"
",106.8,"
",16
"
",2001,"
",1 665,"
",22 225,"
",18 556,"
",10 555,"
",100,"
",1539,"
",116.1,"
",17.62
"
",2002,"
",1 781,"
",27 662,"
",21 684,"
",10 129,"
",100,"
",1 641,"
",131.44,"
",18.31
"
",2003,"
",2 060,"
",27 594,"
",21 483,"
",10 142,"
",100,"
",1 884,"
",147.68,"
",19.88
"
",2004,"
",2 566,"
",30 877,"
",23 864,"
",11 695,"
",100,"
",2 002,"
",167.95,"
",23.63
"
",2005,"
",2 876,"
",33 265,"
",25 874,"
",12 536,"
",100,"
",2 309,"
",193.81,"
",33.76
