企业集团主要经济指标
"
", 18-9,"
",(2005年),"
"
"
",合计,"
",单位数,"
",从业人员,"
",资产总计,"
",固定资产,原价本年,实际,"
",长期投资,"
",短期投资,"
",存货,"
",流动资产,年 平 均,余额,"
",应收账款,"
",年末负债,合计,"
"
"
",#流动负债
"
",合计,"
",129,"
",448 503,"
",25 274 085,"
",9 270 991,"
",2 091 076,"
",91 713,"
",4 109 060,"
",14 865 359,"
",2 884 712,"
",15 917 176,"
",14 431 645
"
",按审批部门分,"
",,"
",,"
",,"
","
","
","
",,"
","
","
",,"
"
"
",国务院主管部门,"
",1,"
",8 214,"
",1 346 089,"
",481 740,"
",254 662,"
",0,"
",322 379,"
",663 147,"
",37 829,"
",659 811,"
",645 967
"
",省级人民政府,"
",23,"
",223 839,"
",15 137 477,"
",6 144 507,"
",1 182 358,"
",73 646,"
",2 595 004,"
",9 189 112,"
",1 608 133,"
",9 412 860,"
",8 565 970
"
",省级政府主管部门,"
",10,"
",11 353,"
",713 193,"
",213 455,"
",63 061,"
",2 175,"
",111 892,"
",399 639,"
",166 579,"
",580 778,"
",540 819
"
",其他,"
",95,"
",205 097,"
",8 077 326,"
",2 431 289,"
",590 995,"
",15 892,"
",1 079 785,"
",4 613 461,"
",1 072 171,"
",5 263 727,"
",4 678 889
"
",按控股情况分,"
",,"
","
","
","
","
","
","
","
","
","
"
"
",国有绝对控股,"
",36,"
",192 450,"
",13 611 984,"
",6 256 414,"
",1 169 543,"
",33 496,"
",2 021 243,"
",7 170 079,"
",1 264 840,"
",8 365 701,"
",7 435 884
"
",国有相对控股,"
",5,"
",18 494,"
",456 514,"
",169 354,"
",42 981,"
",108,"
",94 002,"
",273 349,"
",59 699,"
",321 902,"
",271 915
"
",集体绝对控股,"
",9,"
",63 925,"
",5 569 933,"
",1 280 884,"
",544 869,"
",54 099,"
",1 002 141,"
",3 988 639,"
",935 010,"
",3 661 139,"
",3 531 274
"
",集体相对控股,"
",5,"
",21 189,"
",239 334,"
",91 136,"
",19 263,"
",83,"
",54 082,"
",134 120,"
",18 428,"
",155 637,"
",144 052
"
",其他,"
",74,"
",152 445,"
",5 396 320,"
",1 473 203,"
",314 420,"
",3 927,"
",937 592,"
",3 299 172,"
",606 735,"
",3 412 797,"
",3 048 520
"
",按企业集团主营行业分,"
",,"
","
","
","
","
","
","
","
","
","
"
"
",工业,"
",88,"
",347 491,"
",19 482 976,"
",7 070 343,"
",1 766 801,"
",66 121,"
",3 406 442,"
",11 948 137,"
",2 227 290,"
",12 009 703,"
",11 059 422
"
",建筑业,"
",10,"
",41 712,"
",1 214 465,"
",228 039,"
",62 427,"
",16 581,"
",177 865,"
",770 209,"
",200 118,"
",892 726,"
",836 048
"
",交通运输、仓储和邮政业,"
",5,"
",35 931,"
",1 902 783,"
",1 523 162,"
",59 559,"
",8 008,"
",27 219,"
",427 965,"
",73 459,"
",919 045,"
",572 575
"
",批发和零售业,"
",12,"
",19 076,"
",1 590 231,"
",331 993,"
",127 044,"
",957,"
",287 813,"
",942 895,"
",340 950,"
",1 273 704,"
",1 239 681
"
",金融业,"
",2,"
",1 425,"
",142 632,"
",38 458,"
",19 518,"
",15,"
",13 665,"
",43 902,"
",2 760,"
",86 389,"
",67 430
"
",房地产业,"
",11,"
",2 721,"
",934 962,"
",77 994,"
",55 100,"
",31,"
",195 202,"
",729 208,"
",39 873,"
",731 367,"
",652 247
"
",其他,"
",1,"
",147,"
",6 036,"
",1 002,"
",627,"
",0,"
",854,"
",3 043,"
",262,"
",4 242,"
",4 242
"
",按登记注册类型分,"
",,"
","
","
","
","
","
","
","
","
","
"
"
",国有企业,"
",9,"
",38 381,"
",3 071 805,"
",1 570 863,"
",98 652,"
",22 597,"
",241 696,"
",1 436 194,"
",313 691,"
",1 879 117,"
",1 536 521
"
",国有独资公司,"
",18,"
",126 027,"
",8 159 725,"
",3 663 275,"
",959 060,"
",10 438,"
",1 484 759,"
",4 191 405,"
",776 283,"
",4 762 620,"
",4 375 727
"
",其他有限责任公司,"
",53,"
",136 203,"
",5 431 176,"
",1 862 211,"
",323 265,"
",1 082,"
",797 042,"
",3 275 181,"
",453 304,"
",3 461 802,"
",3 051 277
"
",股份有限公司,"
",27,"
",64 663,"
",2 440 305,"
",803 534,"
",150 595,"
",633,"
",479 092,"
",1 453 807,"
",228 476,"
",1 771 430,"
",1 585 628
"
",中外合资企业,"
",3,"
",2 553,"
",221 081,"
",39 649,"
",8 644,"
",10,"
",24 933,"
",172 954,"
",29 164,"
",152 969,"
",149 718
"
",港澳台合资企业,"
",1,"
",421,"
",73 655,"
",17 868,"
",0,"
",0,"
",12 175,"
",45 024,"
",6 169,"
",41 592,"
",37 316
"
",其他,"
",18,"
",80 255,"
",5 876 338,"
",1 313 591,"
",550 860,"
",56 953,"
",1 069 363,"
",4 290 794,"
",1 077 625,"
",3 847 646,"
",3 695 458
"
",按企业规??/td>,"
","
",,"
","
","
","
","
",,"
","
","
","
","
"
"
",大型,"
",55,"
",345 607,"
",21 903 429,"
",8 289 107,"
",1 878 434,"
",90 400,"
",3 565 345,"
",12 891 841,"
",2 446 396,"
",13 671 473,"
",12 508 362
"
",中型,"
",51,"
",78 331,"
",2 202 716,"
",672 575,"
",151 950,"
",1 271,"
",355 275,"
",1 268 840,"
",343 846,"
",1 456 390,"
",1 301 793
"
",小型,"
",12,"
",15 095,"
",642 711,"
",199 211,"
",27 624,"
",22,"
",82 566,"
",393 444,"
",64 290,"
",410 986,"
",304 180
"
",其他,"
",11,"
",9 470,"
",525 229,"
",110 098,"
",33 068,"
",20,"
",105 874,"
",311 234,"
",30 180,"
",378 327,"
",317 310
