企业集团一览表
"
", 18-8X1,"
",(2005年),"
"
"
",序号,"
",企业集团名称,"
",规模,"
",经济类型,"
",所在地区
"
",45,"
", 青岛十梅庵集团公司,"
",其他,"
", 其他,"
",李沧区
"
",46,"
", 青岛巴龙集团有限公司,"
",中型,"
", 其他有限责任公司,"
",市南区
"
",47,"
", 青岛海丰集团,"
","
",中型,"
", 股份有限公司,"
",市南区
"
",48,"
", 青岛琴畅集团股份有限公司,"
",中型,"
", 股份有限公司,"
",莱西市
"
",49,"
", 青岛开达实业集团有限公司,"
",其他,"
", 其他有限责任公司,"
",市北区
"
",50,"
", 青岛利客来商贸集团股份有限公司,"
",大型,"
", 股份有限公司,"
",李沧区
"
",51,"
", 青岛银河集团,"
",其他,"
", 其他有限责任公司,"
",市南区
"
",52,"
", 青岛雁山集团有限公司,"
",中型,"
", 其他有限责任公司,"
",四方区
"
",53,"
", 青岛中房集团股份有限公司,"
",大型,"
", 股份有限公司,"
",市南区
"
",54,"
", 青岛麦迪绅集团股份有限公司,"
",小型,"
", 股份有限公司,"
",市南区
"
",55,"
", 青岛万福集团,"
",中型,"
", 股份有限公司,"
",莱西市
"
",56,"
", 青岛物华集团股份有限公司,"
",大型,"
", 股份有限公司,"
",市北区
"
",57,"
", 青岛振华工业集团有限公司,"
",中型,"
", 其他有限责任公司,"
",胶南市
"
",58,"
", 山东绮丽集团,"
",大型,"
", 国有企业,"
",市南区
"
",59,"
", 山东机械设备进出口集团公司,"
",大型,"
", 国有企业,"
",市南区
"
",60,"
", 青岛市新华书店(集团)有限责任公司,"
",大型,"
", 国有独资企业,"
",市南区
"
",61,"
", 青岛泰能燃气集团,"
",大型,"
", 国有独资企业,"
",市南区
"
",62,"
", 青岛园林集团有限公司,"
",中型,"
", 国有独资企业,"
",市南区
"
",63,"
", 山东集力集团有限公司,"
",小型,"
", 其他有限责任公司,"
",黄岛区
"
",64,"
", 青岛银海旅游集团公司,"
",其他,"
", 其他,"
",市南区
"
",65,"
", 青岛华和天润集团,"
",小型,"
", 其他有限责任公司,"
",市南区
"
",66,"
", 青岛喜盈门集团,"
",大型,"
", 其他有限责任公司,"
",城阳区
"
",67,"
", 青岛正进集团,"
",大型,"
", 其他有限责任公司,"
",城阳区
"
",68,"
", 山东红建建安集团公司,"
",大型,"
", 其他,"
",黄岛区
"
",69,"
", 青岛裕源集团公司,"
",其他,"
", 国有企业,"
",市南区
"
",70,"
", 青岛交运集团,"
",大型,"
", 国有企业,"
",市北区
"
",71,"
", 华仁世纪集团有限公司,"
",其他,"
", 港澳台合资企业,"
",市南区
"
",72,"
", 青岛国人集团有限公司,"
",大型,"
", 其他有限责任公司,"
",市北区
"
",73,"
", 青岛信达荣昌置业集团股份有限公司,"
",其他,"
", 股份有限公司,"
",市南区
"
",74,"
", 青岛益佳国际贸易集团,"
",大型,"
", 国有独资企业,"
",市南区
"
",75,"
", 青岛磊鑫集团有限公司,"
",中型,"
", 其他有限责任公司,"
",城阳区
"
",76,"
", 青岛创统科技集团有限公司,"
",中型,"
", 其他,"
",黄岛区
"
",77,"
", 青岛市胶州建设集团有限公司,"
",大型,"
", 其他有限责任公司,"
",胶州市
"
",78,"
", 欧美投资集团,"
",大型,"
", 其他有限责任公司,"
",市南区
"
",79,"
", 青岛金王集团,"
",中型,"
", 其他有限责任公司,"
",市北区
"
",80,"
", 青岛康大外贸集团有限公司,"
",小型,"
", 其他有限责任公司,"
",胶南市
"
",81,"
", 青岛亚星集团有限公司,"
",其他,"
", 中外合资企业,"
",市南区
"
",82,"
", 青岛工艺美术集团公司,"
",中型,"
", 其他,"
",四方区
"
",83,"
", 青岛福瀛建设集团,"
",中型,"
", 其他有限责任公司,"
",黄岛区
"
",84,"
", 青岛亿联集团股份有限公司,"
",中型,"
", 股份有限公司,"
",胶南市
"
",85,"
", 青岛九联集团股份有限公司,"
",大型,"
", 股份有限公司,"
",莱西市
"
",86,"
", 青岛建设集团,"
",大型,"
", 国有企业,"
",市南区
"
",87,"
", 青岛红福集团有限公司,"
",中型,"
", 其他有限责任公司,"
",城阳区
"
",88,"
", 山东六和集团有限公司,"
",中型,"
", 其他有限责任公司,"
",城阳区
