分 市、区 猪、 羊 及 家 禽 存 养 量
"
", 10-18,"
",(2005年),"
",单位：万只
"
",市、区名称,"
",年末生猪,存 养 量,"
",年 末 羊,存 养 量,"
", ,"
",家  禽
"
",#山  羊,"
",绵 羊
"
", 总 计,"
",#REF!,"
",937027,"
",800364,"
",68895,"
",60318172
"
", 市 区,"
",#REF!,"
",78493,"
",10725,"
","
",0
"
", #李 沧 区,"
",11000,"
",100,"
",100,"
","
",220000
"
", #城 阳 区,"
",27760,"
",5200,"
",5200,"
","
",1554700
"
", 黄 岛 区,"
",13430,"
",4591,"
",4591,"
","
"
"
", 崂 山 区,"
",26303,"
",834,"
",834,"
","
",439327
"
", 胶 州 市,"
",367000,"
",195000,"
",189500,"
",5500,"
",9050000
"
", 即 墨 市,"
",271726,"
",102731,"
",97879,"
",4852,"
",10297547
"
", 平 度 市,"
",449800,"
",100603,"
",42060,"
",58543,"
",17263025
"
", 胶 南 市,"
",438600,"
",310200,"
",310200,"
","
",6707600
"
", 莱 西 市,"
",390000,"
",150000,"
",150000,"
","
",17000000
