分市、区外商投资企业生产经营情况
"
",15-12 续表3,"
",(2005年),"
",单位：万元
"
",市、区名称,"
",税金总额,"
",,"
",从业人员,(人)
"
",可供分配利润,"
",已分配股利
"
", 合 计,"
",420 228,"
",691 115,"
",163 700,"
",767 006
"
", 市 区,"
",140 455,"
",74 740,"
",15 416,"
",69 701
"
", #崂 山 区,"
",86 154,"
",257 693,"
",59 536,"
",27 994
"
", 黄 岛 区,"
",57 630,"
",241 017,"
",75 103,"
",83728
"
", 城 阳 区,"
",34 192,"
",12 362,"
",917,"
",235 511
"
", 胶 州 市,"
",19 661,"
",14 433,"
",1 448,"
",117 243
"
", 即 墨 市,"
",33 339,"
",46 496,"
",98 200,"
",104 841
"
", 平 度 市,"
",23 865,"
",25 213,"
",381,"
",43 593
"
", 胶 南 市,"
",13 733,"
",13 051,"
",1 016,"
",33 735
"
", 莱 西 市,"
",11 300,"
",6 111,"
",64,"
",50 660
