分市、区外商投资企业生产经营情况
"
",15-12 续表2,"
",(2005年),"
",单位：万元
"
",市、区名称,"
",主营业务收入,"
",出口销售收入,"
",费用总额,"
",利润总额
"
", 合 计,"
",16 543 623,"
",8 290 596,"
",2 483 422,"
",690 289
"
", 市 区,"
",3 089 628,"
",588 560,"
",367 819,"
",138 759
"
", #崂 山 区,"
",1 807 879,"
",318 348,"
",212 623,"
",178 760
"
", 黄 岛 区,"
",2 763 696,"
",1 091 211,"
",385 491,"
",179 368
"
", 城 阳 区,"
",3 145 283,"
",2 542 147,"
",568 743,"
",106 638
"
", 胶 州 市,"
",1 912 975,"
",1 499 193,"
",341 217,"
",10 481
"
", 即 墨 市,"
",1 554 769,"
",913 207,"
",246 798,"
",56 509
"
", 平 度 市,"
",1 056 289,"
",538 827,"
",159 512,"
",22 911
"
", 胶 南 市,"
",494 916,"
",312 485,"
",80 740,"
",13 957
"
", 莱 西 市,"
",718 190,"
",486 620,"
",74 999,"
",-17 095
