"
",主要出口商品总值
"
",15-6,"
",(不含中央、省公司),"
",单位：万美元
"
",商 品 名 称,"
",2005年,"
",2004年,"
",2005年比,2004年±%
"
", 服装及衣着附件,"
",239 994,"
",197 855,"
",21.3
"
", 电器及电子类产品,"
",222 146,"
",167 082,"
",33
"
", 机械设备,"
",155 947,"
",123 926,"
",33.3
"
", 运输工具,"
",143 910,"
",116 989,"
",16.1
"
", 纺织纱线、织物及制品,"
",118 163,"
",89 833,"
",31.5
"
", 鞋类,"
",81 866,"
",71 213,"
",15
"
", 金属制品,"
",72 562,"
",53 719,"
",53.6
"
", 水海产品,"
","
",71 183,"
",50 998,"
",32.5
"
", 化工产品,"
",62 859,"
",47 235,"
",38.7
"
", 食品,"
",62 743,"
",45 334,"
",23
