分 市、区 人 口 机 械 变 动
"
",2-7 ,"
",(2005年底)
"
",市、 区 名 称,"
",迁入人数,(人),"
",迁出人数,(人),"
",增(+)、减(-)
"
",总 计,"
",121925,"
",53279,"
",68646
"
",市 区,"
",89606,"
",24336,"
",65270
"
",市 南 区,"
",19099,"
",7263,"
",11836
"
",市 北 区,"
",5022,"
",2750,"
",2272
"
",四 方 区,"
",14871,"
",5277,"
",9594
"
",李 沧 区,"
",6578,"
",2045,"
",4533
"
",城 阳 区,"
",16329,"
",2106,"
",14223
"
",黄 岛 区,"
",21275,"
",3800,"
",17475
"
",崂 山 区,"
",6432,"
",1095,"
",5337
"
",胶 州 市,"
",6185,"
",4228,"
",1957
"
",即 墨 市,"
",7601,"
",5294,"
",2307
"
",平 度 市,"
",7820,"
",7125,"
",695
"
",胶 南 市,"
",6344,"
",6126,"
",218
"
",莱 西 市,"
",4369,"
",6170,"
",-1801
