主 要 年 份 人 口 自 然 变 动
"
",2-5 ,"
"
"
",年份,"
",出 生,"
",死 亡,"
",自 然 增 长
"
",人 数,(万人),"
",出生率,(‰),"
",,"
",人 数,(万人),"
",死亡率,(‰),"
",,"
",人 数,(万人),"
",增长率,(‰),"
",
"
",#市 区,"
",#市 区,"
",#市 区
"
",1949,"
",11.62,"
",28.66,"
",31.86,"
",6.10,"
",15.03,"
",11.25,"
",5.52,"
",13.62,"
",20.61
"
",1952,"
",15.51,"
",36.91,"
",39.60,"
",4.97,"
",11.83,"
",9.18,"
",10.54,"
",25.08,"
",30.42
"
",1957,"
",17.82,"
",37.34,"
",42.40,"
",6.38,"
",13.37,"
",8.82,"
",11.44,"
",23.97,"
",33.58
"
",1962,"
",17.29,"
",37.77,"
",35.75,"
",5.82,"
",12.70,"
",8.08,"
",11.47,"
",25.07,"
",27.67
"
",1965,"
",17.63,"
",36.28,"
",27.18,"
",4.66,"
",9.59,"
",5.61,"
",12.97,"
",26.69,"
",21.57
"
",1970,"
",17.65,"
",33.06,"
",23.79,"
",3.79,"
",7.11,"
",5.55,"
",13.86,"
",25.95,"
",18.24
"
",1975,"
",10.55,"
",18.45,"
",17.52,"
",3.95,"
",6.90,"
",5.67,"
",6.60,"
",11.55,"
",11.85
"
",1978,"
",8.55,"
",14.64,"
",11.64,"
",3.65,"
",6.24,"
",5.53,"
",4.90,"
",8.40,"
",6.11
"
",1980,"
",8.00,"
",13.48,"
",11.28,"
",3.77,"
",6.35,"
",5.73,"
",4.23,"
",7.13,"
",5.55
"
",1985,"
",5.82,"
",9.31,"
",10.37,"
",3.88,"
",6.21,"
",5.64,"
",1.94,"
",3.10,"
",4.73
"
",1988,"
",10.22,"
",15.79,"
",15.39,"
",4.17,"
",6.44,"
",5.29,"
",6.05,"
",9.35,"
",10.10
"
",1989,"
",10.37,"
",15.85,"
",14.13,"
",3.88,"
",5.93,"
",5.48,"
",6.49,"
",9.92,"
",8.65
"
",1990,"
",11.44,"
",17.28,"
",11.68,"
",4.35,"
",6.58,"
",5.78,"
",7.09,"
",10.70,"
",5.90
"
",1991,"
",7.98,"
",11.93,"
",8.17,"
",4.15,"
",6.21,"
",5.56,"
",3.83,"
",5.72,"
",2.61
"
",1992,"
",6.17,"
",9.18,"
",8.65,"
",4.54,"
",6.75,"
",6.14,"
",1.63,"
",2.43,"
",2.51
"
",1993,"
",5.95,"
",8.82,"
",8.49,"
",4.44,"
",6.59,"
",6.01,"
",1.51,"
",2.23,"
",2.48
"
",1994,"
",6.92,"
",10.22,"
",8.66,"
",4.71,"
",6.96,"
",6.40,"
",2.21,"
",3.26,"
",2.26
"
",1995,"
",8.15,"
",11.96,"
",9.03,"
",4.52,"
",6.62,"
",6.08,"
",3.63,"
",5.34,"
",2.95
"
",1996,"
",8.40,"
",12.21,"
",8.98,"
",4.83,"
",7.03,"
",6.38,"
",3.57,"
",5.18,"
",2.60
"
",1997,"
",7.80,"
",11.26,"
",8.76,"
",4.80,"
",6.93,"
",6.33,"
",3.00,"
",4.33,"
",2.43
"
",1998,"
",7.51,"
",10.77,"
",8.62,"
",4.68,"
",6.71,"
",6.12,"
",2.83,"
",4.06,"
",2.50
"
",1999,"
",6.48,"
",9.24,"
",8.05,"
",4.56,"
",6.50,"
",6.05,"
",1.92,"
",2.74,"
",2.00
"
",2000,"
",7.31,"
",10.38,"
",9.25,"
",4.95,"
",7.02,"
",6.33,"
",2.37,"
",3.36,"
",2.92
"
",2001,"
",6.74,"
",9.51,"
",8.37,"
",4.64,"
",6.54,"
",6.17,"
",2.10,"
",2.97,"
",2.20
"
",2002,"
",7.54,"
",10.57,"
",9.24,"
",4.74,"
",6.65,"
",6.12,"
",2.80,"
",3.92,"
",3.12
"
",2003,"
",5.11,"
",7.11,"
",5.89,"
",4.81,"
",6.70,"
",6.12,"
",0.30,"
",0.41,"
",-0.23
"
",2004,"
",7.93,"
",10.93,"
",8.93,"
",4.92,"
",6.78,"
",6.03,"
",3.01,"
",4.15,"
",2.90
"
",2005,"
",7.55,"
",10.26,"
",7.84,"
",4.81,"
",6.54,"
",6.10,"
",2.74,"
",3.72,"
",1.74
