分市、区土地面积、人口和人口密度
"
",2-4 ,"
",(2005年底),"
"
"
",市、区名称,"
",土 地 面  积,"
",年 末 人  口,"
",人口密度,(人/平方公里)
"
",面 积,(平方公里),"
",比 重,(%),"
",人 口,(人),"
",比 重,(%)
"
",总 计,"
",10654,"
",100.00,"
",7409052,"
",100.00,"
",695
"
",市 区,"
",1159,"
",10.88,"
",2654340,"
",35.82,"
",2290
"
",胶州市,"
",1210,"
",11.36,"
",777593,"
",10.50,"
",643
"
",即墨市,"
",1727,"
",16.21,"
",1090075,"
",14.71,"
",631
"
",平度市,"
",3166,"
",29.72,"
",1353594,"
",18.27,"
",428
"
",胶南市,"
",1870,"
",17.55,"
",811318,"
",10.95,"
",434
"
",莱西市,"
",1522,"
",14.28,"
",722132,"
",9.75,"
",474
