主要年份农、林、牧、渔业总产值指数
"
",10-6  ,"
",(以1949年为100),"
"
"
",年 份,"
",农、林、牧、,渔业总产值 ,"
", 
"
",农业产值,"
",林业产值,"
",牧业产值,"
",渔业产值
"
",1949,"
",100,"
",100,"
",100,"
",100,"
",100
"
",1952,"
",146.87,"
",137.66,"
",139.03,"
",149.52,"
",297.37
"
",1957,"
",158.42,"
",149.26,"
",190.03,"
",179.52,"
",257.43
"
",1962,"
",99.91,"
",90.35,"
",73.19,"
",105.15,"
",260.33
"
",1965,"
",163.43,"
",150.58,"
",259.57,"
",186.43,"
",289.95
"
",1970,"
",241.27,"
",213.85,"
",465.17,"
",277.9,"
",524.14
"
",1975,"
",392.39,"
",347.13,"
",453.07,"
",439.45,"
",1 026.28
"
",1978,"
",437.03,"
",384.58,"
",464.5,"
",498.73,"
",1 178.99
"
",1980,"
",512.36,"
",453.58,"
",352.64,"
",694.37,"
",1 233.63
"
",1985,"
",740.3,"
",568.04,"
",865.47,"
",1 637.43,"
",1 938.00
"
",1987,"
",829.45,"
",603.11,"
",595.2,"
",1 829.76,"
",2 902.63
"
",1989,"
",851.24,"
",617.27,"
",678.78,"
",1 846.68,"
",3 029.90
"
",1990,"
",935.67,"
",659.32,"
",561.76,"
",1 960.84,"
",3 853.19
"
",1991,"
",1 059.49,"
",704.6,"
",643.04,"
",2 374.44,"
",4 779.28
"
",1992,"
",1 126.16,"
",646.55,"
",695.08,"
",2 596.54,"
",6 632.07
"
",1993,"
",1 381.22,"
",770.36,"
",601.58,"
",3 285.20,"
",8 446.05
"
",1994,"
",1 495.20,"
",805.28,"
",603.83,"
",3 943.76,"
",8 954.29
"
",1995,"
",1 695.64,"
",860.89,"
",649.24,"
",5 008.21,"
",10 089.44
"
",1996,"
",1 907.25,"
",895.85,"
",717.39,"
",6 130.31,"
",11 672.30
"
",1997,"
",1 815.80,"
",828.02,"
",618.54,"
",5 531.37,"
",12 089.13
"
",1998,"
",2 181.92,"
",1 064.97,"
",753.01,"
",6 600.90,"
",13 450.48
"
",1999,"
",2 334.72,"
",1 143.33,"
",713.56,"
",7 007.23,"
",14 471.29
"
",2000,"
",2 480.60,"
",1 184.00,"
",792.58,"
",7 792.77,"
",15 253.92
"
",2001,"
",2 552.39,"
",1 201.24,"
",831.85,"
",8 407.47,"
",15 263.16
"
",2002,"
",2 637.26,"
",1 213.26,"
",854.53,"
",8 868.46,"
",15 933.57
"
",2003,"
",2 557.87,"
",1 034.06,"
",1 242.19,"
",9 280.31,"
",16 415.30
"
",2004,"
",2 580.84,"
",1 023.13,"
",1 193.43,"
",9 790.7,"
",16 171.37
"
",2005,"
",2 599.29,"
",1 031.08,"
",903.77,"
",10 404.57,"
",15 457.43
